,title,address,price,lat,long,Elementary schools,Car friendly,Quiet,Greenery,Parks,Grocery stores,Cycling friendly,Daycares,Pedestrian friendly,Shopping,Transit friendly,Restaurants,High schools,Historic,Vibrancy,Nightlife,Coffee Shops,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),walk_score,Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),url,bathrooms,Pool,Additional features,in basement,powder room,Building style,Lot area,bedroom in basement,bedroom,Fireplace/Stove,Gross area,Parking (excluded from the price),bedrooms in basement,powder rooms,room,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%),Unnamed: 0
922,Condo for sale,"3035, Avenue Ernest-Hemingway, apt. 207, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc","$549,000",45.50754592,-73.71683797,8.0,8.0,8.0,3.0,10.0,6.0,7.0,4.0,5.0,6.0,5.0,5.0,3.0,0.0,2.0,1.0,4.0,6.0,3.0,,Divided,"1,183 sqft",2007,"Driveway (1), Garage (1)",27,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,"Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,217.0
923,Condominium house for sale,"139, Rue de la Rotonde, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$2,575,000",45.473756,-73.538296,1.0,10.0,8.0,2.0,8.0,7.0,6.0,4.0,6.0,6.0,7.0,6.0,3.0,0.0,3.0,4.0,4.0,8.0,4.0,,Divided,,2020,Garage (2),29,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,3.0,"Heated, Inground, Indoor",Located on a fleuve (river),,1.0,Attached,"2,342 sqft",,,,,,,,,,,,,,218.0
924,Condo for sale,"3232B, Rue de Rushbrooke, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$339,000",45.470542,-73.565212,10.0,7.0,7.0,7.0,10.0,10.0,7.0,8.0,10.0,9.0,10.0,9.0,10.0,5.0,5.0,5.0,7.0,4.0,2.0,1.0,Divided,813 sqft,1929,,73,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,219.0
925,Condo for sale,"7000, Rue Allard, apt. 772, Montréal (LaSalle)","$448,000",45.44864418,-73.60633832,7.0,8.0,8.0,4.0,9.0,9.0,5.0,5.0,8.0,9.0,9.0,7.0,3.0,3.0,4.0,3.0,5.0,6.0,2.0,,Divided,908 sqft,2012,Garage (1),51,76853,3,4675,10,48.0,25.0,10.0,11.0,6.0,36.0,30.0,15.0,12.0,6.0,34.0,43.0,23.0,40.0,60.0,25.0,50.0,10.0,7.0,4.0,3.0,4.0,8.0,85.0,4.0,0.0,25.0,17.0,26.0,12.0,20.0,63.0,37.0,42.0,36.0,22.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,Elevator,,,,,,,,,,,,,,,,,,220.0
926,Condo for sale,"10011, boulevard Pie-IX, apt. 212, Montréal (Montréal-Nord)","$329,000",45.584429,-73.630051,8.0,10.0,0.0,3.0,7.0,10.0,5.0,6.0,9.0,7.0,9.0,7.0,6.0,2.0,4.0,4.0,6.0,6.0,3.0,1.0,Divided,"1,057 sqft",2013,Garage (1),66,84234,0,7637,12,59.0,24.0,7.0,7.0,2.0,37.0,28.0,15.0,12.0,9.0,28.0,42.0,30.0,28.0,72.0,28.0,52.0,11.0,4.0,3.0,2.0,8.0,5.0,77.0,10.0,0.0,15.0,13.0,23.0,18.0,31.0,58.0,42.0,67.0,8.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,221.0
927,Condo for sale,"4360, Rue Fabre, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$499,000",45.530499,-73.574081,10.0,3.0,8.0,7.0,10.0,10.0,10.0,8.0,10.0,10.0,9.0,10.0,9.0,7.0,10.0,10.0,10.0,6.0,2.0,1.0,Divided,"1,052 sqft",1910,,92,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,222.0
928,Condo for sale,"2700, boulevard de la Côte-Vertu, apt. 310, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent West","$399,000",45.501725,-73.697886,7.0,9.0,4.0,4.0,6.0,9.0,6.0,5.0,7.0,8.0,8.0,6.0,8.0,0.0,3.0,3.0,5.0,7.0,2.0,,Divided,"1,067 sqft",2004,"Driveway (1), Garage (1)",38,98828,5,2299,10,42.0,24.0,10.0,13.0,12.0,28.0,27.0,17.0,17.0,11.0,29.0,53.0,18.0,49.0,51.0,27.0,31.0,12.0,9.0,16.0,6.0,11.0,15.0,45.0,30.0,0.0,39.0,16.0,21.0,7.0,17.0,45.0,55.0,37.0,25.0,38.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,Elevator,,,,,,,,,,,,,,,,,,223.0
929,Condo for sale,"1199, Rue Bishop, apt. 308, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$369,000",45.495994,-73.574654,6.0,4.0,0.0,4.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,5.0,,1.0,Divided,544 sqft,2013,,98,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,1.0,,,,,,,,,,,,,224.0
930,Condo for sale,"71, Rue Duke, apt. 209, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia","$299,000",45.496211,-73.554852,9.0,5.0,0.0,5.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,3.0,7.0,9.0,9.0,10.0,4.0,,1.0,Divided,347 sqft,2012,,85,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Inground,,,,,,,1.0,,,,,,,,,,,,225.0
931,Condo for sale,"17, Avenue Gendron, apt. 406, Pointe-Claire, Neighbourhood Central West","$549,000",45.45601219,-73.82589968,6.0,10.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,7.0,5.0,5.0,6.0,0.0,2.0,4.0,5.0,7.0,2.0,,Divided,989 sqft,2019,Garage (1),35,31380,2,1658,6,29.0,21.0,11.0,20.0,18.0,30.0,31.0,15.0,17.0,7.0,37.0,48.0,15.0,70.0,30.0,39.0,28.0,14.0,7.0,9.0,3.0,53.0,17.0,12.0,18.0,0.0,40.0,20.0,23.0,7.0,10.0,73.0,27.0,19.0,68.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,Inground,Elevator,,,,,,,,,,,,,,,,,,226.0
932,Condo for sale,"4446, Rue Saint-Dominique, apt. 303, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$524,000",45.52002985,-73.58555598,10.0,4.0,0.0,5.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,,1.0,Divided,"1,054 sqft",2004,Garage (1),97,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,Wood fireplace,,,,,,,,,,,227.0
933,Condo for sale,"170, Rue Rioux, apt. 608, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$209,000",45.49118376,-73.55983187,7.0,5.0,6.0,7.0,10.0,10.0,10.0,8.0,10.0,10.0,9.0,10.0,4.0,6.0,9.0,9.0,10.0,,,1.0,Divided,259 sqft,2020,,75,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",,,,,,,1.0,,,,,,1.0,,,,,,228.0
934,Condo for sale,"3460, Rue Simpson, apt. 408, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$349,000",45.497956,-73.583405,9.0,4.0,4.0,6.0,10.0,10.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,4.0,,1.0,Undivided,,1959,,89,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,1.0,,,,,,,,,,,,229.0
935,Condo for sale,"1169, Rue Joseph-Janot, apt. 7, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles","$184,900",45.65158582,-73.49620775,10.0,8.0,9.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.0,4.0,10.0,0.0,2.0,3.0,3.0,5.0,2.0,1.0,Divided,821 sqft,1987,Driveway (1),25,106743,0,2515,7,38.0,25.0,12.0,17.0,8.0,28.0,32.0,17.0,15.0,8.0,34.0,43.0,23.0,64.0,36.0,13.0,28.0,31.0,14.0,11.0,3.0,26.0,24.0,47.0,3.0,0.0,16.0,17.0,25.0,18.0,24.0,76.0,24.0,71.0,16.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,230.0
936,Condo for sale,"1188, Avenue Union, apt. 1010, Montréal (Ville-Marie), Neighbourhood Central West","$618,000",45.503068,-73.567821,8.0,5.0,0.0,2.0,10.0,10.0,5.0,9.0,10.0,10.0,10.0,10.0,8.0,6.0,10.0,10.0,10.0,7.0,2.0,1.0,Divided,898 sqft,2018,,98,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",,,1.0,,,,,,,,,,,,,,,,231.0
937,Condo for sale,"3950, Rue Sherbrooke Est, apt. E113, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$449,000",45.55252341,-73.55433801,9.0,6.0,4.0,8.0,10.0,10.0,9.0,8.0,10.0,8.0,9.0,8.0,7.0,4.0,7.0,6.0,6.0,5.0,2.0,1.0,Divided,751 sqft,2020,,67,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,233.0
938,Condominium house for sale,"7205, Impasse de l'Eau-Vive, Montréal (Anjou)","$424,500",45.60862232,-73.58841495,3.0,10.0,10.0,5.0,6.0,8.0,4.0,1.0,5.0,6.0,5.0,5.0,3.0,0.0,2.0,2.0,3.0,8.0,2.0,1.0,Divided,,1994,Driveway (1),38,42796,2,3103,10,45.0,26.0,10.0,12.0,7.0,38.0,31.0,13.0,12.0,7.0,38.0,41.0,21.0,44.0,56.0,15.0,49.0,16.0,10.0,10.0,1.0,8.0,9.0,65.0,18.0,0.0,25.0,17.0,23.0,14.0,20.0,66.0,34.0,76.0,8.0,16.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Inground,Basement 6 feet or +,(1,1.0,Attached,,,,Fireplace - Other,,,,,,,,,,,234.0
939,Condo for sale,"10550, Place de l'Acadie, apt. 521, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux","$399,000",45.533476,-73.679229,9.0,7.0,2.0,3.0,10.0,9.0,3.0,10.0,8.0,8.0,9.0,6.0,7.0,0.0,4.0,2.0,6.0,6.0,3.0,1.0,Divided,"1,108 sqft",2011,Garage (1),48,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, EV charging station",,,,,,,,,,,,,,,,,,235.0
940,Condo for sale,"1222, Rue des Bassins, apt. 1408, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$619,000",45.49118164,-73.55876442,7.0,5.0,0.0,7.0,10.0,10.0,10.0,8.0,10.0,10.0,9.0,10.0,3.0,5.0,8.0,9.0,10.0,7.0,2.0,,Divided,,2020,,70,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,,"Adapted for reduced mobility, Elevator",,,,,,,,905 sqft,,,,,,,,,,236.0
941,Condo for sale,"4900, boulevard de l'Assomption, apt. 418, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Cité-Jardin","$465,000",45.56976645,-73.55562983,,,,,,,,,,,,,,,,,,10.0,2.0,1.0,Divided,872 sqft,2011,Garage (1),48,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",Elevator,,1.0,,,,,,,,,,,,,,,,237.0
942,Condo for sale,"5845, Place Decelles, apt. 15, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$269,000",45.5009164,-73.62901611,9.0,5.0,8.0,8.0,8.0,10.0,5.0,8.0,10.0,9.0,9.0,9.0,9.0,4.0,5.0,4.0,7.0,6.0,3.0,1.0,Undivided,902 sqft,1952,,81,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,238.0
943,Condo for sale,"2567, Rue Larivière, apt. 206, Montréal (Ville-Marie), Neighbourhood Central","$349,000",45.53399775,-73.55418936,10.0,5.0,5.0,6.0,10.0,10.0,9.0,8.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,8.0,8.0,5.0,2.0,1.0,Divided,827 sqft,1983,Garage (1),84,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,239.0
944,Condo for sale,"1205, Rue MacKay, apt. 909, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$419,000",45.495214,-73.575353,7.0,4.0,0.0,5.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,6.0,,1.0,Divided,583 sqft,2015,,98,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,1.0,,,,,,,,,,,,,241.0
945,Condo for sale,"847, Rue du Glacis, Montréal (Ville-Marie), Neighbourhood Central","$375,000",45.513134,-73.551165,3.0,5.0,3.0,6.0,9.0,9.0,9.0,6.0,10.0,10.0,10.0,10.0,3.0,7.0,10.0,10.0,10.0,3.0,,1.0,Divided,722 sqft,2005,,81,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,243.0
946,Condominium house for sale,"7506, Rue Chouinard, Montréal (LaSalle)","$739,000",45.438273,-73.616539,6.0,7.0,9.0,4.0,10.0,9.0,6.0,6.0,6.0,7.0,7.0,6.0,1.0,0.0,3.0,4.0,5.0,14.0,4.0,,Divided,,2011,Garage (2),60,76853,3,4675,10,48.0,25.0,10.0,11.0,6.0,36.0,30.0,15.0,12.0,6.0,34.0,43.0,23.0,40.0,60.0,25.0,50.0,10.0,7.0,4.0,3.0,4.0,8.0,85.0,4.0,0.0,25.0,17.0,26.0,12.0,20.0,63.0,37.0,42.0,36.0,22.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,4.0,,,,1.0,Semi-detached,"2,655 sqft",,,,,,,,,,,,,,244.0
947,Condo for sale,"4339, Rue Moïse-Picard, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus","$384,800",45.55024562,-73.56270784,8.0,5.0,9.0,8.0,10.0,9.0,8.0,6.0,10.0,9.0,9.0,9.0,3.0,2.0,7.0,6.0,6.0,4.0,2.0,1.0,Divided,902 sqft,1989,Driveway (1),69,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,(1,,,,,,,,,,,,,,,,,245.0
948,Condo for sale,"2200, Avenue Letourneux, apt. 3, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$349,000",45.553231,-73.542791,9.0,6.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,6.0,5.0,5.0,6.0,7.0,2.0,1.0,Divided,818 sqft,2010,Driveway (1),81,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,246.0
949,Condo for sale,"479, Avenue Mousseau-Vermette, apt. 3406, Dorval, Neighbourhood South East","$324,000",45.447275,-73.727947,10.0,10.0,6.0,6.0,6.0,5.0,3.0,6.0,4.0,4.0,5.0,4.0,10.0,0.0,2.0,2.0,6.0,6.0,,1.0,Divided,,2010,Garage (1),39,18980,4,908,6,37.0,24.0,10.0,16.0,13.0,37.0,31.0,14.0,13.0,6.0,39.0,43.0,18.0,60.0,40.0,47.0,28.0,9.0,5.0,5.0,7.0,47.0,6.0,37.0,9.0,0.0,33.0,20.0,25.0,10.0,12.0,74.0,26.0,29.0,58.0,13.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,Fireplace - Other,,,,,,,,,,,247.0
950,Condo for sale,"4850, Chemin de la Côte-Saint-Luc, apt. 57, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$525,000",45.483231,-73.615956,8.0,9.0,1.0,7.0,10.0,9.0,2.0,5.0,8.0,9.0,9.0,9.0,10.0,5.0,5.0,4.0,7.0,7.0,2.0,,Undivided,,Unknown age,Garage (1),43,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2.0,Inground,Elevator,,,,,,,,"1,115 sqft",,,,,,,,,,248.0
951,Condo for sale,"1380, Rue Logan, Montréal (Ville-Marie), Neighbourhood Village","$309,900",45.52163117,-73.5573302,9.0,4.0,8.0,5.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,6.0,7.0,10.0,10.0,10.0,4.0,,1.0,Divided,661 sqft,"1885, Century",,86,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1.0,,,,,,,,,,,,249.0
952,Condo for sale,"499, Rue Paul-Pau, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$265,000",45.604609,-73.512814,6.0,7.0,4.0,6.0,9.0,7.0,8.0,10.0,6.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,5.0,6.0,2.0,1.0,Divided,"1,029 sqft",2003,Driveway (1),49,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1.0,,,,,Wood fireplace,,,,,,,,,,,250.0
953,Condo for sale,"3877, Rue Sainte-Catherine Est, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$325,000",45.546347,-73.536955,9.0,6.0,4.0,4.0,8.0,9.0,10.0,8.0,10.0,7.0,8.0,8.0,7.0,6.0,5.0,9.0,6.0,7.0,2.0,1.0,Undivided,"1,109 sqft",1943,,78,136024,3,5347,9,52.0,24.0,9.0,11.0,5.0,45.0,32.0,12.0,8.0,4.0,42.0,35.0,23.0,34.0,66.0,43.0,31.0,10.0,5.0,7.0,4.0,5.0,5.0,86.0,4.0,0.0,29.0,17.0,21.0,14.0,20.0,79.0,21.0,85.0,5.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,1.0,,,,,,,,,,,,,,,,251.0
954,Condo for sale,"765, Rue Bourget, apt. 439, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne","$519,000",45.48157202,-73.58510673,9.0,5.0,5.0,6.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,9.0,6.0,8.0,7.0,9.0,8.0,2.0,1.0,Divided,717 sqft,2008,Garage (1),80,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground","Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,252.0
955,Condo for sale,"10094, boulevard Saint-Laurent, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West","$399,000",45.54747632,-73.66203227,10.0,9.0,0.0,5.0,8.0,9.0,6.0,10.0,10.0,10.0,9.0,8.0,10.0,1.0,5.0,4.0,6.0,6.0,2.0,1.0,Divided,822 sqft,2020,,79,134245,6,5545,10,49.0,23.0,9.0,11.0,9.0,41.0,27.0,13.0,12.0,7.0,34.0,46.0,20.0,39.0,61.0,37.0,33.0,14.0,6.0,6.0,4.0,9.0,5.0,73.0,13.0,0.0,36.0,16.0,20.0,10.0,17.0,59.0,41.0,65.0,10.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,253.0
