,address,lat,long,price,total_area,restaurants,vibrant,cycling_friendly,historic,parks,groceries,pedestrian_friendly,transit_friendly,greenery,year_built,unemployment_rate_2016_,bathrooms,powder_rooms,river_proximity,has_pool,has_garage
1425,"1310A, Rue Sherbrooke Est, Montréal (Ville-Marie), Neighbourhood Central",45.52391189,-73.56481836,535000,1295.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,7.0,1929.0,10,1.0,0.0,False,False,False
1426,"4975, Rue Jean-Talon Ouest, apt. 1202, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.49698854,-73.64994889,495000,1018.0,8.0,4.0,3.0,0.0,8,9.0,9.0,9.0,4.0,2012.0,11,2.0,0.0,False,True,True
1427,"420, Chemin de la Rive-Boisée, apt. 406, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central East",45.498906,-73.853509,339000,924.0,5.0,2.0,4.0,2.0,7,8.0,5.0,4.0,6.0,2014.0,8,2.0,0.0,True,False,True
1428,"5374, Avenue Papineau, apt. 301, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",45.5372391,-73.58449962,680000,1052.0,10.0,10.0,10.0,6.0,10,10.0,10.0,9.0,5.0,2018.0,8,1.0,0.0,False,False,True
1429,"1700, boulevard René-Lévesque Ouest, apt. 1007, Montréal (Ville-Marie), Neighbourhood Central West",45.492666,-73.575747,449000,820.0,10.0,10.0,4.0,7.0,10,9.0,10.0,10.0,5.0,2004.0,10,1.0,0.0,False,False,False
1430,"3685, Rue Fleury Est, apt. 107, Montréal (Montréal-Nord)",45.58343682,-73.63841295,202944,670.0,7.0,4.0,5.0,2.0,7,10.0,10.0,8.0,4.0,2020.0,12,1.0,0.0,False,False,True
1431,"3685, Rue Fleury Est, apt. 106, Montréal (Montréal-Nord)",45.565281,-73.65539091,184865,670.0,7.0,5.0,7.0,4.0,10,10.0,10.0,8.0,7.0,2020.0,12,1.0,0.0,False,False,False
1432,"3685, Rue Fleury Est, apt. 103, Montréal (Montréal-Nord)",45.5834731,-73.63840886,184865,670.0,7.0,4.0,5.0,2.0,7,10.0,10.0,8.0,4.0,2020.0,12,1.0,0.0,False,False,False
1433,"315, Rue Richmond, apt. 106, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.48815658,-73.56549574,720000,1041.0,10.0,8.0,9.0,6.0,10,8.0,10.0,9.0,6.0,2019.0,8,2.0,0.0,False,False,True
1434,"7000, Rue Allard, apt. 445, Montréal (LaSalle)",45.448313,-73.605995,329000,570.0,7.0,4.0,5.0,3.0,9,9.0,8.0,9.0,4.0,2012.0,10,1.0,0.0,False,False,True
1435,"57, Avenue Mozart Ouest, apt. 1, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy",45.532681,-73.616312,500000,871.0,10.0,9.0,10.0,6.0,10,9.0,10.0,10.0,5.0,2010.0,8,1.0,1.0,False,False,False
1436,"20, Avenue Manseau, apt. 1, Montréal (Outremont)",45.52222747,-73.61708326,925000,1708.0,10.0,7.0,7.0,5.0,10,9.0,7.0,9.0,6.0,1999.0,6,2.0,0.0,False,False,False
1437,"2190, Rue Préfontaine, apt. 107, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",45.540783,-73.550348,334900,738.0,9.0,7.0,9.0,6.0,8,9.0,10.0,9.0,8.0,2013.0,9,1.0,0.0,False,False,True
1438,"250, Chemin de la Pointe-Sud, apt. 103, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.448126,-73.553541,750000,1111.0,2.0,1.0,6.0,0.0,8,2.0,3.0,5.0,3.0,2008.0,8,2.0,0.0,False,True,True
1439,"1225, Rue Notre-Dame Ouest, apt. 403, Montréal (Ville-Marie), Neighbourhood Central",45.49380917,-73.56439508,359000,525.0,10.0,10.0,9.0,6.0,10,10.0,10.0,10.0,3.0,2005.0,10,1.0,0.0,False,False,True
1440,"4100, Avenue Benny, apt. 214, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.464628,-73.63168436,308800,602.0,7.0,5.0,6.0,4.0,8,10.0,10.0,9.0,8.0,2009.0,11,1.0,0.0,False,False,True
1441,"800, Rue Gordon, apt. 305, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun",45.46113701,-73.57443837,269000,586.0,8.0,5.0,10.0,5.0,9,10.0,10.0,9.0,6.0,2010.0,8,1.0,0.0,False,False,False
1442,"235, Rue Peel, apt. 1811, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.494234,-73.559037,595000,837.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,3.0,2016.0,8,2.0,0.0,False,False,True
1443,"13319, boulevard de Pierrefonds, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central East",45.49637684,-73.84598563,189000,1260.0,5.0,2.0,5.0,1.0,7,8.0,5.0,5.0,4.0,2012.0,8,1.0,0.0,False,False,False
1444,"201, Chemin du Club-Marin, apt. 1806, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.460465,-73.555649,549000,1070.0,4.0,2.0,8.0,0.0,10,9.0,5.0,5.0,8.0,1990.0,8,2.0,0.0,True,True,True
1445,"100, Rue André-Prévost, apt. 1404, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.44908492,-73.55992137,839000,1400.0,2.0,1.0,6.0,0.0,6,1.0,3.0,2.0,4.0,2013.0,8,2.0,1.0,True,True,True
1446,"415, Rue des Récollets, apt. 102, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.5012818,-73.55859995,499000,941.0,10.0,10.0,6.0,9.0,9,9.0,10.0,10.0,3.0,1913.0,10,1.0,0.0,False,False,False
1447,"6961, Avenue Henri-Julien, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy",45.53589269,-73.61255082,324900,743.0,10.0,9.0,10.0,6.0,10,10.0,10.0,10.0,5.0,1966.0,8,1.0,0.0,False,False,True
1448,"1455, Rue Sherbrooke Ouest, apt. 406, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.49795633,-73.58039729,650000,1123.0,10.0,10.0,6.0,7.0,10,10.0,10.0,10.0,5.0,1966.0,10,1.0,1.0,False,False,False
1449,"225, Rue Bernard Ouest, apt. 202, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",45.52468593,-73.60477908,449000,762.0,10.0,10.0,10.0,7.0,10,10.0,10.0,9.0,4.0,2007.0,8,1.0,0.0,False,False,False
1450,"2435, Rue des Nations, apt. 405, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",45.51435393,-73.71024846,545000,1035.0,6.0,3.0,7.0,0.0,10,9.0,6.0,6.0,4.0,2011.0,10,2.0,0.0,False,False,True
1451,"4639, Avenue Earnscliffe, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.480431,-73.626556,689000,1140.0,9.0,5.0,3.0,5.0,10,10.0,10.0,9.0,9.0,1926.0,11,2.0,0.0,False,False,True
1452,"2303, Rue D'Iberville, Montréal (Ville-Marie), Neighbourhood Central",45.534408,-73.557284,339900,920.0,10.0,9.0,9.0,6.0,10,10.0,10.0,9.0,6.0,1910.0,10,1.0,0.0,False,False,False
1453,"6950, Chemin de la Côte-Saint-Luc, apt. 906, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.46731405,-73.65187204,439900,969.0,7.0,4.0,5.0,0.0,9,9.0,10.0,7.0,6.0,1982.0,11,1.0,1.0,False,True,True
1454,"3685, Rue Fleury Est, apt. 102, Montréal (Montréal-Nord)",45.58344284,-73.638398,202944,670.0,7.0,4.0,5.0,2.0,7,10.0,10.0,8.0,4.0,2020.0,12,1.0,0.0,False,False,True
1455,"3685, Rue Fleury Est, apt. 216, Montréal (Montréal-Nord)",45.5834301,-73.63841091,322510,1363.0,7.0,4.0,5.0,2.0,7,10.0,10.0,8.0,4.0,2020.0,12,1.0,1.0,False,False,True
1456,"3685, Rue Fleury Est, apt. 211, Montréal (Montréal-Nord)",45.58343133,-73.63837656,313614,1363.0,7.0,4.0,5.0,2.0,7,10.0,10.0,8.0,4.0,2020.0,12,1.0,1.0,False,False,True
1457,"1188, Rue Saint-Antoine Ouest, apt. 4804, Montréal (Ville-Marie), Neighbourhood Central",45.49581298,-73.56772073,899000,944.0,10.0,10.0,4.0,6.0,10,9.0,8.0,10.0,3.0,2019.0,10,2.0,0.0,False,True,True
1458,"405, Rue de la Concorde, apt. 1501, Montréal (Ville-Marie), Neighbourhood Central",45.507093,-73.570825,620000,762.0,10.0,10.0,8.0,7.0,10,10.0,10.0,10.0,3.0,2016.0,10,1.0,1.0,False,False,True
1459,"500, Rue de la Montagne, apt. 803, Montréal (Ville-Marie), Neighbourhood Central",45.493048,-73.565587,679000,1221.0,10.0,10.0,8.0,6.0,10,10.0,10.0,10.0,6.0,1993.0,10,2.0,0.0,False,False,True
1460,"3700, Rue Saint-Antoine Ouest, apt. 435, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",45.48150212,-73.58555653,599000,990.0,10.0,8.0,7.0,6.0,10,10.0,10.0,10.0,6.0,2010.0,8,1.0,0.0,False,True,True
1461,"4959, Rue Jean-Talon Ouest, apt. 701, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.49699647,-73.65024408,664000,1308.0,8.0,4.0,3.0,0.0,8,9.0,9.0,9.0,4.0,2017.0,11,2.0,0.0,False,True,True
1462,"801, Avenue Rockland, apt. 302, Montréal (Outremont)",45.51720503,-73.61809592,779000,853.0,10.0,7.0,7.0,5.0,10,9.0,10.0,9.0,8.0,2015.0,6,1.0,0.0,False,False,True
1463,"16749, boulevard de Pierrefonds, apt. 102, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",45.47068,-73.874117,194900,917.0,5.0,2.0,6.0,3.0,7,6.0,5.0,6.0,5.0,2002.0,8,1.0,0.0,False,False,True
1464,"455, Rue Saint-Pierre, apt. 140, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.50215272,-73.55796746,579000,1281.0,10.0,10.0,6.0,10.0,9,10.0,10.0,10.0,3.0,1865.0,10,1.0,0.0,False,False,False
1465,"2200, Rue Harriet-Quimby, apt. 403, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",45.512577,-73.709384,599000,1043.0,5.0,3.0,7.0,0.0,9,9.0,6.0,6.0,5.0,2014.0,10,1.0,1.0,False,True,True
1466,"200, Avenue des Sommets, apt. 2102, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.450053,-73.54818,879000,1400.0,3.0,1.0,7.0,0.0,9,2.0,3.0,5.0,6.0,2004.0,8,2.0,0.0,False,True,True
1467,"6120, Rue Jarry Est, apt. 802, Montréal (Saint-Léonard)",45.591259,-73.58445,449000,1304.0,7.0,4.0,3.0,3.0,8,8.0,8.0,7.0,4.0,2007.0,11,2.0,0.0,False,False,True
1468,"12590, Rue Sherbrooke Est, apt. 300, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",45.650703,-73.510692,275000,1139.0,4.0,2.0,6.0,2.0,6,9.0,5.0,4.0,8.0,2007.0,7,1.0,0.0,False,False,True
1469,"195, Rue Peel, apt. 508, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.49348596,-73.55820659,399000,595.0,10.0,9.0,10.0,6.0,10,10.0,10.0,10.0,4.0,2018.0,8,1.0,0.0,False,False,False
1470,"4020, Avenue Benny, apt. A205, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.464628,-73.631105,385000,792.0,7.0,5.0,6.0,4.0,8,10.0,10.0,9.0,8.0,2009.0,11,1.0,0.0,False,False,True
1471,"665, Rue Guy, apt. 6, Montréal (Ville-Marie), Neighbourhood Central",45.491394,-73.569379,599000,1373.0,10.0,10.0,7.0,7.0,10,9.0,10.0,10.0,7.0,1988.0,10,1.0,0.0,False,False,True
1472,"14399, boulevard Gouin Ouest, apt. 501, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",45.493304,-73.854232,499000,882.0,5.0,2.0,4.0,2.0,7,8.0,5.0,4.0,6.0,2012.0,8,2.0,0.0,True,False,True
1473,"187, Rue Terry-Fox, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.465134,-73.540503,379000,900.0,5.0,2.0,7.0,0.0,7,8.0,5.0,5.0,7.0,1987.0,8,1.0,0.0,False,False,True
1474,"1188, Rue Saint-Antoine Ouest, apt. 2207, Montréal (Ville-Marie), Neighbourhood Central",45.49559229,-73.56763537,849900,778.0,10.0,10.0,5.0,6.0,10,9.0,10.0,10.0,5.0,2019.0,10,2.0,0.0,False,True,True
1475,"350, Rue de l'Inspecteur, apt. 509, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.49593,-73.560556,349999,625.0,10.0,10.0,9.0,7.0,9,10.0,10.0,10.0,3.0,1895.0,8,1.0,0.0,False,True,True
1476,"374, Rue du Square-Sir-George-Étienne-Cartier, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",45.47344486,-73.58723756,599000,1297.0,10.0,7.0,9.0,6.0,10,9.0,10.0,9.0,9.0,1912.0,8,1.0,0.0,False,False,False
1477,"4941, Avenue MacDonald, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.47944,-73.629856,799000,1800.0,8.0,5.0,4.0,5.0,8,10.0,10.0,9.0,9.0,1937.0,11,2.0,0.0,False,False,True
1478,"2485, Rue Park Row Est, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.461202,-73.630169,675000,1247.0,7.0,4.0,6.0,4.0,9,9.0,9.0,8.0,9.0,1931.0,11,2.0,0.0,False,False,True
1479,"2084, boulevard Décarie, apt. B101, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.473425,-73.60746,349000,1000.0,10.0,5.0,3.0,6.0,8,10.0,10.0,10.0,7.0,1927.0,11,2.0,0.0,False,False,False
1480,"2365, Rue des Carrières, apt. 416, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",45.544742,-73.585696,429000,718.0,10.0,9.0,10.0,5.0,10,10.0,10.0,9.0,4.0,2014.0,8,1.0,0.0,False,False,True
1481,"300, Avenue des Sommets, apt. 1913, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.449847,-73.549282,535000,918.0,3.0,1.0,7.0,0.0,9,2.0,3.0,5.0,6.0,2005.0,8,1.0,1.0,True,True,True
1482,"551, Rue de la Montagne, apt. 206, Montréal (Ville-Marie), Neighbourhood Central",45.49323708,-73.56505176,449000,787.0,10.0,10.0,8.0,6.0,10,10.0,10.0,10.0,6.0,2005.0,10,1.0,0.0,False,False,True
1483,"1539, Avenue Ducharme, Montréal (Outremont)",45.51948942,-73.61854363,799000,1817.0,10.0,7.0,7.0,5.0,10,9.0,10.0,9.0,9.0,1928.0,6,2.0,0.0,False,False,False
1484,"235, Rue Peel, apt. 305, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.494234,-73.559037,624000,866.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,3.0,2015.0,8,2.0,0.0,False,True,True
1485,"1190, Rue MacKay, apt. 201, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.495214,-73.575353,392000,467.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,5.0,2019.0,10,1.0,0.0,False,True,False
1486,"365, Rue Saint-André, apt. 910, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.51331265,-73.54995216,435000,636.0,10.0,9.0,8.0,7.0,10,10.0,9.0,9.0,3.0,2017.0,10,1.0,0.0,False,True,True
1487,"2530, Place Michel-Brault, apt. 225, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",45.542214,-73.573966,323400,631.0,10.0,7.0,9.0,3.0,10,10.0,8.0,8.0,3.0,2015.0,8,1.0,0.0,False,False,True
1488,"1605, Avenue du Docteur-Penfield, apt. 204, Montréal (Ville-Marie), Neighbourhood Central West",45.496161,-73.587346,590000,1058.0,10.0,9.0,5.0,6.0,10,10.0,10.0,10.0,6.0,2002.0,10,1.0,1.0,False,False,True
1489,"4908, Avenue Connaught, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.456593,-73.649703,190000,451.0,6.0,3.0,6.0,4.0,8,7.0,6.0,7.0,9.0,2006.0,11,1.0,0.0,False,False,False
1490,"4300, Rue Saint-Ambroise, apt. 314, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",45.47305799,-73.58151787,639000,915.0,10.0,5.0,10.0,6.0,10,10.0,10.0,9.0,5.0,2004.0,8,0.0,0.0,False,True,True
1491,"310, Rue Desmarteau, apt. 200, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",45.602902,-73.511406,299600,828.0,5.0,3.0,8.0,3.0,9,6.0,5.0,5.0,8.0,2010.0,9,1.0,0.0,False,False,False
1492,"5223, Rue Globert, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.484077,-73.627849,379000,871.0,9.0,5.0,3.0,5.0,8,10.0,10.0,10.0,8.0,1926.0,11,1.0,0.0,False,False,False
1493,"1800, boulevard René-Lévesque Ouest, apt. 1401, Montréal (Ville-Marie), Neighbourhood Central West",45.49103244,-73.57656051,618000,781.0,10.0,10.0,4.0,7.0,10,9.0,8.0,10.0,7.0,2017.0,10,2.0,0.0,False,True,True
1494,"730, Rue Rose-de-Lima, apt. 2-H, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",45.48135984,-73.58333123,449000,749.0,10.0,8.0,8.0,7.0,10,10.0,10.0,10.0,5.0,2018.0,8,1.0,0.0,False,False,True
1495,"1190, Rue MacKay, apt. 414, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.49480789,-73.57548175,395988,459.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,5.0,2019.0,10,1.0,0.0,False,False,False
1496,"7525, Avenue Mountain Sights, apt. 507, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.496904,-73.652651,399000,890.0,8.0,4.0,3.0,0.0,8,10.0,10.0,9.0,6.0,2011.0,11,1.0,0.0,False,True,True
1497,"1190, Rue MacKay, apt. 314, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.49483891,-73.57532215,389988,459.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,5.0,2019.0,10,1.0,0.0,False,False,False
1498,"9830, boulevard Gouin Est, apt. 201, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies",45.660587,-73.567162,285000,1027.0,4.0,1.0,4.0,2.0,9,8.0,4.0,4.0,8.0,2006.0,7,1.0,0.0,False,False,True
1499,"4900, Avenue Wilson, apt. 103, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.47762141,-73.63239913,464999,878.0,8.0,5.0,5.0,5.0,7,9.0,10.0,9.0,9.0,1998.0,11,1.0,0.0,False,False,True
1500,"1188, Rue Saint-Antoine Ouest, apt. 1807, Montréal (Ville-Marie), Neighbourhood Central",45.496189,-73.56771,759000,776.0,10.0,10.0,6.0,6.0,10,9.0,10.0,10.0,5.0,2019.0,10,2.0,0.0,False,True,True
1501,"151, Rue de la Rotonde, apt. 1009, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.47430207,-73.53913464,698000,1023.0,6.0,3.0,5.0,0.0,8,6.0,5.0,6.0,3.0,2019.0,8,2.0,0.0,True,True,True
1502,"925, boulevard René-Lévesque Est, apt. 707., Montréal (Ville-Marie), Neighbourhood Village",45.515293,-73.556389,449000,1010.0,10.0,10.0,9.0,7.0,10,10.0,10.0,10.0,5.0,1995.0,10,1.0,0.0,False,False,True
1503,"4923, Rue Jean-Talon Ouest, apt. 1203, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",45.497938,-73.64938,735000,1396.0,8.0,4.0,3.0,0.0,8,9.0,9.0,9.0,4.0,2015.0,11,2.0,0.0,False,False,True
1504,"1, Rue De Castelnau Est, apt. 205, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",45.5356367,-73.61980371,499000,1413.0,10.0,9.0,10.0,6.0,10,10.0,10.0,10.0,5.0,2004.0,11,2.0,0.0,False,False,False
1505,"1450, boulevard René-Lévesque Ouest, apt. 2005, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.494892,-73.574512,445000,555.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,5.0,2018.0,10,1.0,0.0,False,True,False
1506,"50, Rue des Seigneurs, apt. 806, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.48622352,-73.56667595,850000,1095.0,10.0,8.0,10.0,6.0,10,8.0,10.0,9.0,7.0,2015.0,8,2.0,0.0,False,True,True
1507,"370, Rue Saint-André, apt. 406, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.51320575,-73.55002293,439500,807.0,10.0,9.0,8.0,7.0,10,10.0,9.0,9.0,3.0,2011.0,10,1.0,0.0,False,False,False
1508,"2033, Rue Leclaire, apt. 101, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",45.557529,-73.537487,339000,897.0,6.0,5.0,10.0,6.0,8,9.0,9.0,7.0,7.0,2012.0,9,1.0,0.0,False,False,False
1509,"11115, boulevard Cavendish, apt. 306, Montréal (Saint-Laurent), Neighbourhood Others",45.50073304,-73.70304641,419000,1293.0,7.0,3.0,6.0,0.0,8,9.0,7.0,9.0,2.0,1991.0,10,2.0,0.0,False,True,True
1510,"350, Rue Eleanor, apt. 129, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.4927528,-73.56186844,649900,1014.0,10.0,9.0,9.0,6.0,9,10.0,10.0,9.0,3.0,2018.0,8,2.0,1.0,False,True,True
1511,"111, Chemin de la Pointe-Nord, apt. 508, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",45.473213,-73.539319,425000,720.0,6.0,3.0,5.0,0.0,8,6.0,5.0,6.0,3.0,2012.0,8,1.0,0.0,False,True,True
1512,"8595, Rue Saint-Dominique, apt. 102, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",45.54163868,-73.6387167,560000,956.0,9.0,5.0,5.0,4.0,8,10.0,9.0,9.0,6.0,1946.0,11,1.0,1.0,False,False,False
1513,"365, Rue Saint-André, apt. 212, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.51328446,-73.54998703,385000,618.0,10.0,9.0,8.0,7.0,10,10.0,9.0,9.0,3.0,2017.0,10,1.0,0.0,False,False,False
1514,"5720, Chemin Upper-Lachine, apt. 208, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",45.467981,-73.610516,368000,734.0,8.0,5.0,3.0,5.0,9,10.0,10.0,9.0,5.0,2014.0,11,1.0,0.0,False,False,True
1515,"2100, boulevard Saint-Laurent, apt. 301, Montréal (Ville-Marie), Neighbourhood Central",45.51204832,-73.56852239,348000,500.0,10.0,10.0,9.0,7.0,10,10.0,10.0,10.0,4.0,2020.0,10,1.0,0.0,False,False,False
1516,"1000, Rue de la Commune Est, apt. 631, Montréal (Ville-Marie), Neighbourhood Old Montréal",45.51422,-73.547465,1189000,1927.0,10.0,8.0,7.0,3.0,9,8.0,6.0,9.0,4.0,2005.0,10,2.0,0.0,False,True,True
1517,"1216, Rue Saint-Hubert, apt. 6, Montréal (Ville-Marie), Neighbourhood Central",45.514818,-73.557852,298000,382.0,10.0,10.0,9.0,7.0,10,10.0,10.0,10.0,4.0,1870.0,10,1.0,0.0,False,False,False
1518,"2910, Rue Ontario Est, apt. 116, Montréal (Ville-Marie), Neighbourhood Central",45.53708549,-73.54967075,339900,731.0,10.0,8.0,9.0,6.0,8,10.0,8.0,9.0,5.0,2012.0,10,1.0,0.0,False,False,True
1519,"225, Rue de la Montagne, apt. 505, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",45.492177,-73.560299,510000,866.0,10.0,9.0,10.0,5.0,10,10.0,10.0,9.0,6.0,2012.0,8,1.0,0.0,False,True,True
1520,"1050, Rue Drummond, apt. 2404, Montréal (Ville-Marie), Neighbourhood Central West",45.497357,-73.571103,748800,836.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2017.0,10,1.0,0.0,False,True,True
1521,"1050, Rue Drummond, apt. 2403, Montréal (Ville-Marie), Neighbourhood Central West",45.497357,-73.571103,491900,539.0,10.0,10.0,4.0,7.0,10,10.0,10.0,10.0,3.0,2017.0,10,1.0,0.0,False,True,True
1522,"1254, Rue Saint-Marc, apt. 1, Montréal (Ville-Marie), Neighbourhood Central West",45.492286,-73.579815,499000,1560.0,10.0,10.0,5.0,7.0,10,10.0,10.0,10.0,6.0,1914.0,10,2.0,0.0,False,False,False
1523,"336, Avenue Hector, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier",45.609587,-73.510084,259000,984.0,5.0,3.0,7.0,4.0,7,8.0,5.0,6.0,7.0,1999.0,9,1.0,0.0,False,False,False
1524,"3465, Chemin de la Côte-des-Neiges, apt. 105, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",45.496619,-73.583415,279000,700.0,10.0,10.0,5.0,7.0,10,10.0,10.0,10.0,5.0,1923.0,10,1.0,0.0,False,False,True
1525,"1188, Rue Saint-Antoine Ouest, apt. 4504, Montréal (Ville-Marie), Neighbourhood Central",45.496189,-73.56771,908000,937.0,10.0,10.0,6.0,6.0,10,9.0,10.0,10.0,5.0,2019.0,10,2.0,0.0,False,True,True
1526,"2530, Place Michel-Brault, apt. 102, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",45.54211256,-73.57367632,299000,713.0,10.0,7.0,9.0,3.0,10,10.0,8.0,8.0,3.0,2015.0,8,1.0,0.0,False,True,False
1527,"1188, Rue Saint-Antoine Ouest, apt. 3102, Montréal (Ville-Marie), Neighbourhood Central",45.496189,-73.56771,880000,914.0,10.0,10.0,6.0,6.0,10,9.0,10.0,10.0,5.0,2019.0,10,2.0,0.0,False,True,True
1528,"2120, Rue Victoria, apt. 3, Montréal (Lachine), Neighbourhood East",45.43594752,-73.68375337,299000,826.0,5.0,3.0,8.0,5.0,10,9.0,7.0,5.0,5.0,2009.0,9,1.0,0.0,False,False,False
1529,"1821, Avenue Malo, apt. A4, Montréal (Ville-Marie), Neighbourhood Central",45.52537,-73.557182,279000,750.0,10.0,10.0,10.0,7.0,10,10.0,10.0,10.0,8.0,1988.0,10,1.0,0.0,False,False,False
1530,"1150, Rue Saint-Denis, apt. 1107, Montréal (Ville-Marie), Neighbourhood Central",45.512532,-73.558848,375000,573.0,10.0,10.0,9.0,7.0,10,9.0,10.0,10.0,3.0,2013.0,10,1.0,0.0,False,False,False
