,Actual,Predicted
0,-0.7247833918932077,-0.6006701
1,-0.5782502115066706,-0.7711036
2,-0.3828726376579542,-0.4256493
3,-0.3828726376579542,-0.32449448
4,1.2338767859401734,1.0894389
5,0.009977934519005895,1.4842352
6,-0.40241039504282583,0.7810465
7,0.2521044773503738,0.39635867
8,-0.8224721788175658,-0.3717193
9,-1.2620717199771776,-0.9721624
10,0.8670553910392084,0.7871
11,0.007882510039478412,-0.056996398
12,-1.0276186313587181,-0.23295172
13,1.570903100829209,-0.346502
14,0.4963264446612692,0.800441
15,2.4452177438022145,1.5187393
16,-1.1155385395906403,-1.126554
17,-0.5489435754293631,-0.48000488
18,-0.7931655427402584,-0.54779816
19,0.06112289891325361,0.7712866
20,-0.24122389661763488,-0.2744569
21,-1.555138080750252,-0.6390068
22,-1.1643829330528195,-0.48993102
23,-0.817587739471348,-0.8751422
24,1.4732143139048508,0.8295485
25,1.4536765565199792,1.2840796
26,0.007882510039478412,-0.72199
27,-0.23633945727141698,-0.3908873
28,0.34979326427473195,0.67062104
29,-0.7785122247016047,-0.6867609
30,-0.18261062446301998,-0.21696979
31,-0.3828726376579542,-0.5089476
32,-0.03851966374959171,-0.76227915
33,-1.4574492938258938,-1.271537
34,0.98477037928306,0.35561073
35,0.007882510039478412,0.3469942
36,-0.7247833918932077,-0.28368247
37,0.007882510039478412,-0.61390597
38,-0.23633945727141698,0.74212724
39,-1.1155385395906403,-0.9575124
40,-0.5782502115066706,-0.59560686
41,-0.6270946049688496,-0.7105885
42,-0.15818842773193045,-0.075107045
43,1.6197474942913879,1.090126
44,-0.9890315605235965,-0.53261673
45,-1.1643829330528195,-0.928205
46,-0.5632794049105126,-0.48972356
47,-0.13865067034705883,-0.3354802
48,-0.6466323623537212,0.38432634
49,-0.7931655427402584,-0.5727198
50,1.9176982944106804,4.1892147
51,1.4780938688117224,0.92325413
52,0.09580241827140075,-0.1807507
53,-0.4805614245823124,-0.21762663
54,-0.329632248784179,-0.3717633
55,0.6917040185099855,-0.033817895
56,-1.3065201180277606,-0.63835263
57,0.11045085187070826,0.041679822
58,3.383030098276053,1.573096
59,-0.08541028147328363,0.20833763
60,-0.33402824419577515,-0.5718992
61,1.4732143139048508,-0.053458653
62,-0.871316572279745,-0.9531479
63,0.3204866281974245,0.7803651
64,-0.43171703112013327,-0.54843515
65,0.3276667540363648,0.90318847
66,-0.8420099362024376,-0.9821067
67,-0.7247833918932077,-0.29136086
68,-0.4805614245823124,-0.22244853
69,-0.2558772146562886,-0.46947014
70,-0.6270946049688496,-0.82328266
71,-0.6808234377772466,-0.7483549
72,0.4958135785299163,-0.768207
73,0.2521044773503738,-0.21158083
74,0.2569889166965917,0.82650137
75,2.450102183148432,1.5352976
76,2.8408573308458647,2.7782173
77,-0.7247833918932077,0.20912796
78,-0.35356600158064677,-0.15404439
79,1.4732143139048508,1.2625473
80,0.7405484119721646,0.4840036
81,0.10557129696383656,0.33266845
82,1.082459166207418,0.4837056
83,1.4048321630578,1.3469203
84,0.5940152315856273,0.69596064
85,1.1117658022847257,0.95283353
86,-1.086231903513333,-0.50995594
