,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,mr_distance
1181,2145,Condo for sale,"2801, boulevard Édouard-Montpetit, apt. 260, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",549000,45.50403457,-73.61841971,9.0,9.0,5.0,5.0,7.0,4.0,8.0,9.0,8.0,9,5.0,10.0,10.0,10.0,7.0,9.0,7.0,1932.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,62.0,4.0,2.0,False,2.0,0.0,899.0,899.0,899.0,False,False,0.0,True,1.5843013175098932
1182,2146,Condo for sale,"7705, Rue du Mans, apt. 1108, Montréal (Saint-Léonard)",329000,45.584622,-73.584674,7.0,8.0,5.0,3.0,7.0,0.0,4.0,9.0,4.0,8,4.0,9.0,5.0,10.0,6.0,7.0,3.0,2008.0,78305,3,5813,11,48,27,9,10,5,30,29,16,15,9,30,49,21,35,65,14,64,8,5,6,2,6,3,83,8,0,22,16,23,14,26,51,49,44.0,22.0,34.0,61.0,4.0,1.0,False,1.0,0.0,989.0,989.0,989.0,False,False,1.0,True,8.964043941303775
1183,2149,Condo for sale,"975, boulevard de la Côte-Vertu, apt. 402, Montréal (Saint-Laurent), Neighbourhood Others",339000,45.51861955,-73.67729263,7.0,9.0,4.0,5.0,9.0,3.0,4.0,10.0,10.0,8,3.0,10.0,10.0,9.0,5.0,9.0,4.0,2011.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,74.0,7.0,2.0,False,1.0,0.0,708.0,708.0,708.0,False,False,1.0,True,6.365543754037112
1184,2150,Condo for sale,"3300, boulevard Cavendish, apt. 613, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",469000,45.462898,-73.62815,7.0,8.0,5.0,6.0,8.0,4.0,0.0,10.0,10.0,8,4.0,10.0,10.0,9.0,6.0,9.0,5.0,2013.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,70.0,6.0,2.0,False,2.0,0.0,999.0,999.0,999.0,False,False,1.0,True,5.190828718100035
1185,2151,Condo for sale,"5100, Rue Parthenais, apt. 7, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",278000,45.53903,-73.577648,10.0,10.0,9.0,10.0,4.0,6.0,7.0,10.0,6.0,10,9.0,9.0,9.0,10.0,8.0,9.0,7.0,1944.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,80.0,5.0,2.0,False,1.0,0.0,648.0,648.0,648.0,False,False,0.0,False,4.151311947932888
1186,2152,Condo for sale,"1050, Rue Drummond, apt. 2904, Montréal (Ville-Marie), Neighbourhood Central West",819000,45.49668017,-73.57022324,10.0,10.0,10.0,4.0,5.0,7.0,0.0,7.0,8.0,10,10.0,10.0,9.0,10.0,10.0,10.0,3.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,5.0,2.0,False,2.0,0.0,882.0,882.0,882.0,False,True,1.0,True,2.3428146819522855
1187,2153,Condo for sale,"1827, Rue Grand Trunk, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles",325000,45.481982,-73.561671,10.0,10.0,7.0,10.0,6.0,6.0,7.0,10.0,7.0,9,7.0,9.0,8.0,10.0,8.0,9.0,5.0,1889.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,68.0,8.0,1.0,False,1.0,0.0,787.0,787.0,787.0,False,False,0.0,False,3.790239178088173
1188,2154,Condo for sale,"1601, Rue Viola-Desmond, apt. 321, Montréal (LaSalle)",328000,45.44978029,-73.60543305,7.0,8.0,4.0,5.0,7.0,3.0,8.0,7.0,4.0,10,3.0,9.0,4.0,8.0,5.0,9.0,6.0,2018.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,48.0,5.0,1.0,False,1.0,0.0,555.0,555.0,555.0,False,False,0.0,False,6.117639394356859
1189,2155,Condo for sale,"8635, Rue Lajeunesse, apt. 600, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",549000,45.54626675,-73.63603503,9.0,10.0,7.0,7.0,5.0,5.0,0.0,10.0,9.0,9,5.0,10.0,8.0,10.0,7.0,10.0,5.0,2012.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,75.0,6.0,2.0,False,2.0,0.0,1026.0,1026.0,1026.0,False,True,1.0,True,5.4992514898883975
1190,2156,Condo for sale,"1, Rue McGill, apt. 509, Montréal (Ville-Marie), Neighbourhood Old Montréal",750000,45.49905184,-73.55354137,10.0,10.0,9.0,8.0,7.0,9.0,0.0,7.0,3.0,10,10.0,10.0,6.0,10.0,10.0,9.0,3.0,1994.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,89.0,5.0,2.0,False,2.0,0.0,1179.0,1179.0,1179.0,False,False,1.0,True,3.526526519438963
1191,2157,Condo for sale,"1, Rue McGill, apt. 612, Montréal (Ville-Marie), Neighbourhood Old Montréal",990000,45.4989616,-73.55341263,10.0,10.0,9.0,8.0,7.0,9.0,0.0,7.0,3.0,10,10.0,10.0,6.0,10.0,10.0,9.0,3.0,1994.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,89.0,5.0,2.0,False,1.0,1.0,1183.0,1183.0,1183.0,False,False,1.0,True,3.5381614497815597
1192,2158,Condo for sale,"4755, boulevard Métropolitain Est, apt. 606, Montréal (Saint-Léonard)",424900,45.57669901,-73.59459479,8.0,8.0,5.0,4.0,9.0,2.0,0.0,7.0,7.0,7,4.0,9.0,8.0,8.0,6.0,8.0,2.0,2014.0,78305,3,5813,11,48,27,9,10,5,30,29,16,15,9,30,49,21,35,65,14,64,8,5,6,2,6,3,83,8,0,22,16,23,14,26,51,49,44.0,22.0,34.0,65.0,10.0,2.0,False,2.0,0.0,1109.0,1109.0,1109.0,False,False,1.0,True,8.026479823611895
1193,2159,Condo for sale,"2530, Place Michel-Brault, apt. 424, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",379000,45.54233423,-73.57360122,10.0,9.0,7.0,9.0,6.0,3.0,3.0,7.0,4.0,10,8.0,10.0,6.0,8.0,8.0,8.0,3.0,2015.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,79.0,5.0,2.0,False,1.0,0.0,703.0,703.0,703.0,False,True,1.0,True,4.614023319837156
1194,2161,Condo for sale,"9704, Rue William-Fleming, Montréal (LaSalle)",509900,45.43216165,-73.65718913,5.0,5.0,3.0,6.0,9.0,2.0,5.0,5.0,5.0,9,2.0,4.0,6.0,3.0,4.0,5.0,7.0,2016.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,18.0,10.0,4.0,False,2.0,0.0,1305.0,1305.0,1305.0,False,False,1.0,True,9.27533395356307
1195,2163,Condo for sale,"2655, Rue Rufus-Rockhead, apt. 102, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",432000,45.48085,-73.574214,10.0,10.0,8.0,10.0,5.0,6.0,5.0,9.0,5.0,10,7.0,10.0,6.0,10.0,8.0,9.0,8.0,1990.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,6.0,2.0,False,1.0,0.0,904.0,904.0,904.0,False,False,1.0,True,3.2274894478270517
1196,2164,Condo for sale,"1740, Rue Saint-Patrick, apt. 805, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles",449000,45.484529,-73.562782,10.0,10.0,7.0,10.0,6.0,6.0,9.0,10.0,6.0,10,9.0,8.0,10.0,10.0,8.0,9.0,4.0,2015.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,69.0,4.0,1.0,False,1.0,0.0,512.0,512.0,512.0,False,True,1.0,True,3.5411249697302396
1197,2166,Condo for sale,"6983, Avenue Rondeau, Montréal (Anjou)",195000,45.61468042,-73.54575927,5.0,6.0,3.0,6.0,8.0,1.0,9.0,9.0,2.0,7,3.0,7.0,6.0,6.0,5.0,6.0,6.0,1989.0,42796,2,3103,10,45,26,10,12,7,38,31,13,12,7,38,41,21,44,56,15,49,16,10,10,1,8,9,65,18,0,25,17,23,14,20,66,34,76.0,8.0,16.0,23.0,5.0,2.0,False,1.0,0.0,834.0,834.0,834.0,False,False,1.0,False,12.905507160097857
1198,2167,Condo for sale,"6601, Rue Alma, apt. B, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy",269000,45.533313,-73.608089,10.0,10.0,10.0,10.0,3.0,7.0,7.0,10.0,8.0,9,10.0,10.0,10.0,10.0,10.0,9.0,7.0,1910.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,92.0,4.0,1.0,False,1.0,0.0,500.0,500.0,500.0,False,False,0.0,False,3.290796328933932
1199,2168,Condo for sale,"10550, Place de l'Acadie, apt. 217, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux",319700,45.533476,-73.679229,6.0,8.0,4.0,3.0,7.0,0.0,2.0,9.0,7.0,10,2.0,9.0,10.0,8.0,6.0,9.0,3.0,2011.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,48.0,7.0,2.0,False,1.0,0.0,819.0,819.0,819.0,False,False,1.0,True,7.091523355512128
1200,2175,Condo for sale,"200, Avenue des Sommets, apt. 703, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",565000,45.450053,-73.54818,3.0,3.0,1.0,7.0,9.0,0.0,9.0,8.0,0.0,9,0.0,2.0,5.0,3.0,1.0,5.0,6.0,2004.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,14.0,5.0,2.0,False,2.0,0.0,918.0,918.0,918.0,True,True,2.0,True,7.202930943777698
1201,2176,Condo for sale,"90, Rue Prince, apt. 505, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",419000,45.49683738,-73.55521932,10.0,10.0,9.0,9.0,5.0,7.0,1.0,8.0,3.0,10,9.0,9.0,9.0,10.0,10.0,10.0,4.0,2010.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,3.0,1.0,False,1.0,0.0,609.0,609.0,609.0,False,False,1.0,True,3.4507526610684933
1202,2177,Condo for sale,"4577, Rue Sainte-Catherine Est, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",349000,45.55355262,-73.53242437,7.0,6.0,5.0,10.0,7.0,6.0,7.0,9.0,8.0,8,6.0,9.0,10.0,10.0,5.0,6.0,5.0,1930.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,70.0,7.0,3.0,False,1.0,0.0,1212.0,1212.0,1212.0,False,False,0.0,False,7.473793617513941
1203,2179,Condo for sale,"100, Rue Vinet, apt. 306, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",635000,45.481649,-73.572621,10.0,10.0,8.0,9.0,5.0,5.0,6.0,8.0,4.0,10,7.0,9.0,8.0,10.0,9.0,9.0,8.0,1990.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,78.0,6.0,2.0,False,1.0,0.0,1071.0,1071.0,1071.0,False,False,1.0,True,3.230168783490043
1204,2180,Condo for sale,"2323, Rue Le Caron, apt. 477, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard",289000,45.4622434,-73.5964082,8.0,8.0,5.0,9.0,6.0,5.0,8.0,8.0,7.0,10,4.0,10.0,8.0,10.0,6.0,8.0,8.0,2010.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,64.0,4.0,1.0,False,1.0,0.0,522.0,522.0,522.0,False,False,1.0,True,4.706914674522472
1205,2184,Condo for sale,"333, Rue Sherbrooke Est, apt. M2-907, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",1150000,45.516373,-73.568079,10.0,10.0,10.0,10.0,6.0,7.0,0.0,9.0,9.0,10,10.0,10.0,8.0,10.0,10.0,10.0,4.0,2010.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,95.0,9.0,2.0,False,2.0,0.0,1380.0,1380.0,1380.0,False,True,2.0,True,2.683317777766133
1206,2186,Condo for sale,"1085, Rue Smith, apt. 1204, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",380000,45.492762,-73.556984,10.0,10.0,9.0,10.0,5.0,5.0,0.0,7.0,3.0,10,8.0,10.0,10.0,9.0,10.0,9.0,3.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,79.0,4.0,1.0,False,1.0,0.0,664.0,664.0,664.0,False,False,0.0,False,3.4628499819788963
1207,2187,Condo for sale,"3480, Rue Simpson, apt. 901, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",299000,45.498205,-73.584059,10.0,10.0,10.0,7.0,4.0,6.0,4.0,9.0,10.0,10,10.0,10.0,6.0,10.0,10.0,10.0,6.0,1972.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,90.0,3.0,1.0,False,1.0,0.0,595.0,595.0,595.0,False,True,0.0,True,1.3027035613500428
1208,2188,Condo for sale,"30, Rue Berlioz, apt. 800, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",469000,45.4655927,-73.53786401,5.0,5.0,3.0,8.0,9.0,0.0,10.0,4.0,2.0,7,2.0,9.0,8.0,6.0,6.0,6.0,7.0,1983.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,54.0,6.0,2.0,False,2.0,0.0,1395.0,1395.0,1395.0,True,True,1.0,True,6.389523585540509
1209,2189,Condo for sale,"1050, Rue Drummond, apt. 3510, Montréal (Ville-Marie), Neighbourhood Central West",610000,45.497357,-73.571103,10.0,10.0,10.0,4.0,5.0,7.0,0.0,7.0,8.0,10,10.0,10.0,9.0,10.0,10.0,10.0,3.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,96.0,5.0,2.0,False,1.0,0.0,718.0,718.0,718.0,False,True,1.0,True,2.2515062934083705
1210,2191,Condo for sale,"1235, Rue Bishop, apt. 311, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",429000,45.49626654,-73.57539052,10.0,10.0,10.0,4.0,4.0,7.0,0.0,6.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2014.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,1.0,True,1.0,0.0,595.0,595.0,595.0,False,False,0.0,False,1.9958706804368418
1211,2192,Condo for sale,"7040, Rue Allard, apt. 646, Montréal (LaSalle)",419000,45.448562,-73.607895,7.0,9.0,4.0,6.0,8.0,2.0,6.0,7.0,3.0,9,3.0,9.0,6.0,7.0,6.0,9.0,3.0,2016.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,56.0,6.0,2.0,False,1.0,0.0,871.0,871.0,871.0,False,True,1.0,True,6.272985224550912
1212,2194,Condo for sale,"2145, Avenue Desjardins, apt. 1, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",269000,45.552042,-73.542986,8.0,7.0,5.0,10.0,6.0,6.0,8.0,10.0,10.0,8,5.0,10.0,8.0,10.0,6.0,8.0,5.0,2006.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,85.0,4.0,1.0,False,1.0,0.0,746.0,746.0,746.0,False,False,0.0,False,6.805466850367355
1213,2197,Condo for sale,"1045, Rue Wellington, apt. 701, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",389000,45.493785,-73.55742963,10.0,10.0,9.0,10.0,6.0,6.0,0.0,8.0,3.0,10,9.0,10.0,10.0,9.0,10.0,10.0,3.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,79.0,5.0,2.0,False,1.0,0.0,634.0,634.0,634.0,False,False,0.0,False,3.3888474269242783
1214,2198,Condo for sale,"6342, Rue Briand, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard",299000,45.455458,-73.593628,8.0,8.0,5.0,8.0,5.0,5.0,9.0,10.0,10.0,10,6.0,10.0,8.0,10.0,6.0,9.0,7.0,1920.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,67.0,4.0,2.0,False,1.0,0.0,837.0,837.0,837.0,False,False,0.0,False,5.470701400893503
1215,2200,Condo for sale,"260, Rue Sherbrooke Est, apt. 123, Montréal (Ville-Marie), Neighbourhood Central",429000,45.515446,-73.568418,10.0,10.0,10.0,10.0,3.0,7.0,2.0,9.0,8.0,10,10.0,10.0,9.0,10.0,10.0,10.0,7.0,1888.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,6.0,1.0,False,1.0,0.0,720.0,720.0,720.0,False,False,1.0,True,2.610964280122583
1216,2201,Condo for sale,"4300, Rue Saint-Ambroise, apt. 212, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne",830000,45.473533,-73.581533,10.0,10.0,5.0,10.0,6.0,6.0,8.0,8.0,7.0,10,6.0,10.0,4.0,10.0,7.0,9.0,5.0,2004.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,77.0,6.0,2.0,False,1.0,0.0,1171.0,1171.0,1171.0,False,True,2.0,True,3.683631118178811
1217,2202,Condo for sale,"1625, Avenue Lincoln, apt. 1105, Montréal (Ville-Marie), Neighbourhood Central West",459000,45.495907,-73.580763,10.0,10.0,10.0,5.0,4.0,7.0,0.0,7.0,10.0,8,10.0,10.0,9.0,10.0,10.0,10.0,3.0,1989.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,5.0,2.0,False,2.0,0.0,971.0,971.0,971.0,False,False,1.0,True,1.6588269288139827
1218,2203,Condo for sale,"5373, 12e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont",434800,45.551526,-73.571944,9.0,9.0,8.0,9.0,4.0,5.0,6.0,10.0,7.0,10,7.0,10.0,8.0,10.0,7.0,9.0,4.0,2012.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,85.0,4.0,2.0,False,1.0,0.0,879.0,879.0,879.0,False,False,1.0,False,5.606201928350838
1219,2204,Condo for sale,"1136, Rue de Bellechasse, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",389000,45.53705366,-73.59767738,10.0,10.0,10.0,10.0,4.0,6.0,2.0,10.0,10.0,10,9.0,10.0,8.0,10.0,9.0,9.0,6.0,1905.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,88.0,5.0,2.0,False,1.0,0.0,850.0,850.0,850.0,False,False,0.0,False,3.6136165842284473
1220,2205,Condo for sale,"250, Chemin de la Pointe-Sud, apt. 802, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",968000,45.44788514,-73.55386287,2.0,3.0,1.0,6.0,10.0,0.0,9.0,7.0,0.0,8,0.0,2.0,4.0,3.0,1.0,5.0,3.0,2009.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,10.0,10.0,3.0,False,2.0,0.0,1412.0,1412.0,1412.0,True,True,2.0,True,7.183976049995862
1221,2207,Condo for sale,"722, 2e Avenue, apt. B, Montréal (Lachine), Neighbourhood East",287000,45.44279383,-73.66570154,5.0,5.0,3.0,2.0,9.0,4.0,8.0,10.0,5.0,8,4.0,6.0,10.0,6.0,5.0,7.0,4.0,2010.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,34.0,5.0,2.0,False,1.0,0.0,851.0,851.0,851.0,False,False,2.0,True,8.657242543083886
1222,2210,Condo for sale,"3430, Rue Saint-Denis, apt. 400, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",430000,45.516998,-73.568173,10.0,10.0,10.0,10.0,6.0,7.0,0.0,9.0,9.0,10,10.0,10.0,8.0,10.0,10.0,10.0,5.0,1969.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,95.0,6.0,1.0,False,1.0,0.0,489.0,489.0,489.0,False,False,0.0,False,2.711708610226541
1223,2211,Condo for sale,"199, Rue de la Rotonde, apt. PH1-06, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",1149000,45.473757,-73.538306,6.0,6.0,3.0,6.0,10.0,0.0,8.0,1.0,3.0,8,4.0,7.0,4.0,6.0,4.0,7.0,2.0,2012.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,29.0,6.0,3.0,False,2.0,0.0,1468.0,1468.0,1468.0,True,True,2.0,True,5.784288676928711
1224,2214,Condo for sale,"1190, Rue MacKay, apt. 905, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",478000,45.495214,-73.575353,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,6.0,1.0,False,1.0,0.0,507.0,507.0,507.0,False,False,1.0,True,2.0550914075090208
1225,2215,Condo for sale,"5350, Place De Jumonville, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Cité-Jardin",419900,45.57413226,-73.55363956,6.0,7.0,3.0,5.0,8.0,2.0,8.0,6.0,9.0,8,4.0,8.0,6.0,7.0,5.0,7.0,8.0,1987.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,58.0,8.0,2.0,False,1.0,1.0,1125.0,1125.0,1125.0,False,False,1.0,True,8.476124295953232
