,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,mr_distance
367,662,Condo for sale,"769, Avenue Bloomfield, apt. 8, Montréal (Outremont)",349000,45.522479,-73.612037,10.0,10.0,9.0,8.0,3.0,6.0,5.0,10.0,9.0,10,7.0,10.0,8.0,10.0,9.0,9.0,9.0,1921.0,23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,79.0,6.0,2.0,False,1.0,0.0,667.0,667.0,667.0,False,False,0.0,False,2.2693643048671146
368,663,Condo for sale,"2801, Rue du Centre, apt. 328, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles",549000,45.47711765,-73.57178372,10.0,10.0,5.0,9.0,6.0,5.0,0.0,7.0,5.0,10,6.0,10.0,4.0,9.0,7.0,9.0,8.0,1999.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,75.0,7.0,1.0,False,2.0,0.0,1138.0,1138.0,1138.0,False,False,1.0,True,3.676774371908932
369,664,Condo for sale,"2097, Rue Viau, apt. 212, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",439000,45.55974825,-73.53675659,6.0,7.0,4.0,10.0,9.0,5.0,6.0,9.0,6.0,8,3.0,8.0,6.0,8.0,5.0,8.0,5.0,1906.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,55.0,6.0,2.0,False,1.0,0.0,1278.0,1278.0,1278.0,False,False,1.0,True,7.777982212460533
370,670,Condo for sale,"7940, Rue Chabot, apt. 102, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",379000,45.55343431,-73.61568332,9.0,9.0,7.0,7.0,5.0,2.0,3.0,10.0,8.0,8,5.0,10.0,10.0,10.0,7.0,9.0,6.0,2016.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,66.0,6.0,2.0,True,1.0,0.0,987.0,987.0,987.0,False,False,0.0,False,5.60476987406403
371,672,Condo for sale,"225, Rue de la Montagne, apt. 320, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",419000,45.492177,-73.560299,10.0,10.0,9.0,10.0,6.0,5.0,0.0,7.0,3.0,10,10.0,10.0,8.0,10.0,10.0,9.0,6.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,80.0,3.0,1.0,False,1.0,0.0,728.0,728.0,728.0,False,True,1.0,True,3.2522234465555866
372,673,Condo for sale,"2055, Avenue Marlowe, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",299000,45.474218,-73.60578,10.0,10.0,5.0,4.0,6.0,6.0,2.0,9.0,10.0,7,5.0,10.0,10.0,10.0,7.0,10.0,9.0,1923.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,83.0,4.0,1.0,True,1.0,0.0,761.0,761.0,761.0,False,False,0.0,True,3.4261972958044744
373,674,Condo for sale,"10150, Place de l'Acadie, apt. 1304, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux",349900,45.53288801,-73.68087031,6.0,8.0,4.0,3.0,7.0,0.0,2.0,9.0,7.0,10,2.0,9.0,10.0,8.0,6.0,9.0,3.0,2014.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,41.0,6.0,2.0,False,1.0,0.0,785.0,785.0,785.0,False,False,2.0,True,7.176822152661137
374,676,Condo for sale,"1190, Rue MacKay, apt. 202, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",399900,45.495214,-73.575353,10.0,10.0,10.0,4.0,4.0,7.0,0.0,7.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2019.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,6.0,1.0,False,1.0,0.0,424.0,424.0,424.0,False,True,0.0,False,2.0550914075090208
375,679,Condo for sale,"1075, Rue Alexander-C.-Hutchison, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",129900,45.692905,-73.493214,4.0,3.0,1.0,6.0,10.0,1.0,9.0,7.0,7.0,8,1.0,6.0,5.0,4.0,6.0,4.0,6.0,1994.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,17.0,4.0,1.0,False,1.0,0.0,551.0,551.0,551.0,False,False,0.0,False,22.47704287727934
376,680,Condo for sale,"2600, Avenue Bennett, apt. 402, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",599000,45.557761,-73.547913,7.0,7.0,5.0,9.0,7.0,4.0,3.0,7.0,8.0,10,4.0,10.0,10.0,9.0,6.0,9.0,7.0,1989.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,58.0,7.0,2.0,False,1.0,1.0,1127.0,1127.0,1127.0,False,False,1.0,True,7.091134384868492
377,681,Condo for sale,"1500, Rue des Bassins, apt. 823, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",699000,45.488835,-73.562777,10.0,10.0,8.0,9.0,6.0,6.0,9.0,8.0,3.0,10,8.0,9.0,6.0,10.0,9.0,9.0,3.0,2014.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,70.0,5.0,2.0,False,1.0,0.0,1012.0,1012.0,1012.0,False,True,1.0,True,3.261560451675274
378,682,Condo for sale,"1181, Rue Bishop, apt. 804, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",548000,45.495994,-73.574432,10.0,10.0,10.0,4.0,4.0,7.0,0.0,6.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,6.0,2.0,False,1.0,0.0,657.0,657.0,657.0,False,False,0.0,False,2.076144223832328
379,685,Condo for sale,"377, Rue des Seigneurs, apt. 612, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",579000,45.48729636,-73.56788183,10.0,10.0,9.0,10.0,6.0,6.0,7.0,10.0,5.0,10,10.0,8.0,9.0,10.0,9.0,9.0,5.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,77.0,6.0,2.0,False,2.0,0.0,840.0,840.0,840.0,False,True,1.0,True,3.0385202298691647
380,686,Condo for sale,"6900, boulevard Newman, apt. 408, Montréal (LaSalle)",359000,45.45185152,-73.60546202,7.0,8.0,4.0,5.0,8.0,3.0,8.0,7.0,5.0,10,3.0,9.0,4.0,8.0,5.0,9.0,7.0,2016.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,47.0,7.0,2.0,False,1.0,0.0,830.0,830.0,830.0,False,False,0.0,False,5.8885939778454714
381,687,Condo for sale,"2240, boulevard Thimens, apt. 857, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent West",347000,45.508312,-73.698031,6.0,7.0,3.0,8.0,7.0,0.0,4.0,6.0,9.0,10,4.0,6.0,6.0,6.0,4.0,8.0,5.0,1989.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,44.0,7.0,2.0,False,1.0,0.0,850.0,850.0,850.0,False,False,1.0,True,7.798361225888473
382,691,Condo for sale,"1500, Rue des Bassins, apt. 435, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",615000,45.488835,-73.562777,10.0,10.0,8.0,9.0,6.0,6.0,9.0,8.0,3.0,10,8.0,9.0,6.0,10.0,9.0,9.0,3.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,70.0,4.0,2.0,False,1.0,0.0,851.0,851.0,851.0,False,True,1.0,True,3.261560451675274
383,693,Condo for sale,"1000, Rue Ottawa, apt. 224, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",489000,45.494718,-73.558671,10.0,10.0,9.0,10.0,5.0,6.0,3.0,9.0,3.0,10,9.0,10.0,9.0,10.0,10.0,10.0,3.0,2014.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,83.0,5.0,2.0,False,1.0,0.0,710.0,710.0,710.0,False,False,1.0,True,3.2622544292759645
384,695,Condo for sale,"429, 21e Avenue, apt. 1, Montréal (Lachine), Neighbourhood East",275000,45.435873,-73.683165,5.0,5.0,3.0,8.0,7.0,5.0,8.0,8.0,7.0,8,4.0,9.0,6.0,7.0,6.0,5.0,4.0,2009.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,62.0,6.0,2.0,True,1.0,0.0,775.0,775.0,775.0,False,False,1.0,False,10.115560851533148
385,698,Condo for sale,"1165, Rue Wellington, apt. 1104, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",569000,45.492724,-73.558197,10.0,10.0,9.0,10.0,5.0,5.0,0.0,8.0,3.0,10,9.0,10.0,10.0,10.0,10.0,9.0,3.0,2017.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,77.0,9.0,2.0,False,2.0,0.0,793.0,793.0,793.0,False,True,1.0,True,3.3771876117097195
386,702,Condo for sale,"2035, Rue Davidson, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",345000,45.543395,-73.5469,9.0,9.0,8.0,10.0,5.0,6.0,8.0,10.0,5.0,8,9.0,10.0,10.0,10.0,6.0,9.0,7.0,1910.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,84.0,4.0,2.0,False,1.0,0.0,900.0,900.0,900.0,False,False,0.0,False,5.878983189278465
387,703,Condo for sale,"445, Avenue Viger Ouest, apt. 510, Montréal (Ville-Marie), Neighbourhood Central West",599000,45.502713,-73.562862,10.0,10.0,10.0,5.0,5.0,7.0,7.0,8.0,6.0,10,10.0,9.0,10.0,10.0,10.0,10.0,3.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,95.0,4.0,1.0,False,1.0,1.0,1172.0,1172.0,1172.0,False,False,0.0,False,2.7541411931801374
388,704,Condo for sale,"3100, Rue Rachel Est, apt. 641, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus",319000,45.54332043,-73.561771,10.0,9.0,8.0,7.0,7.0,4.0,6.0,8.0,8.0,10,7.0,10.0,10.0,10.0,7.0,9.0,4.0,2017.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,73.0,4.0,1.0,False,1.0,0.0,513.0,513.0,513.0,False,True,0.0,False,5.156587286663258
389,705,Condo for sale,"7400, boulevard Saint-Laurent, apt. 402, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",298000,45.535525,-73.621478,10.0,10.0,9.0,10.0,4.0,6.0,5.0,9.0,6.0,10,8.0,10.0,9.0,10.0,9.0,10.0,3.0,1922.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,83.0,3.0,1.0,False,1.0,0.0,523.0,523.0,523.0,False,False,0.0,True,3.895363737829624
390,708,Condo for sale,"10681, Rue De Martigny, apt. 305, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic East",289900,45.575583,-73.654884,6.0,6.0,4.0,6.0,9.0,3.0,4.0,8.0,7.0,7,4.0,9.0,9.0,10.0,6.0,8.0,5.0,2013.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,59.0,6.0,2.0,False,1.0,0.0,756.0,756.0,756.0,False,False,1.0,True,9.051491500110357
391,709,Condo for sale,"6233, Rue D'Iberville, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",475000,45.547842,-73.588635,10.0,10.0,8.0,9.0,6.0,5.0,5.0,9.0,8.0,10,7.0,9.0,6.0,10.0,8.0,9.0,7.0,1984.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,82.0,7.0,3.0,False,1.0,0.0,1047.0,1047.0,1047.0,False,False,1.0,True,4.869269888205486
392,710,Condo for sale,"5363, Rue Saint-Denis, apt. 203, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",429000,45.52989646,-73.59906759,10.0,10.0,9.0,10.0,4.0,6.0,0.0,8.0,8.0,10,9.0,9.0,8.0,9.0,10.0,10.0,3.0,1941.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,84.0,6.0,2.0,False,1.0,0.0,870.0,870.0,870.0,False,False,0.0,False,2.8186194485653937
393,712,Condo for sale,"534, Rue de la Métairie, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",409000,45.462342,-73.550619,4.0,4.0,2.0,7.0,9.0,0.0,9.0,4.0,1.0,7,1.0,9.0,5.0,4.0,2.0,4.0,9.0,1988.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,35.0,6.0,2.0,False,1.0,0.0,1031.0,1031.0,1031.0,False,False,1.0,True,5.9782075894865265
394,714,Condo for sale,"2485, Rue des Nations, apt. 310, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",899000,45.5138574,-73.71122975,6.0,7.0,3.0,7.0,7.0,0.0,4.0,3.0,3.0,10,2.0,9.0,6.0,6.0,6.0,6.0,4.0,2012.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,41.0,8.0,2.0,False,2.0,0.0,1495.0,1495.0,1495.0,False,True,2.0,True,8.875754850457966
395,715,Condo for sale,"6715, Avenue des Érables, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie",325000,45.548154,-73.597714,10.0,10.0,8.0,9.0,4.0,4.0,7.0,10.0,6.0,9,7.0,10.0,9.0,10.0,8.0,9.0,8.0,1956.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,80.0,4.0,2.0,False,1.0,0.0,707.0,707.0,707.0,False,False,0.0,False,4.847860417607181
396,716,Condo for sale,"1455, boulevard René-Lévesque Est, Montréal (Ville-Marie), Neighbourhood Village",332000,45.519676,-73.551822,10.0,10.0,10.0,10.0,5.0,7.0,3.0,7.0,4.0,10,10.0,10.0,6.0,10.0,10.0,10.0,4.0,1987.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,84.0,5.0,2.0,False,1.0,0.0,747.0,747.0,747.0,False,False,1.0,True,3.9789317792627434
397,717,Condo for sale,"1225, boulevard Robert-Bourassa, apt. 507, Montréal (Ville-Marie), Neighbourhood Central West",699000,45.50267188,-73.56883054,10.0,10.0,10.0,5.0,8.0,6.0,2.0,9.0,9.0,10,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2013.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,6.0,2.0,False,1.0,0.0,1029.0,1029.0,1029.0,False,True,1.0,True,2.290965130546841
398,718,Condo for sale,"3500, Rue Rachel Est, apt. 415, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus",700000,45.54847495,-73.55892247,9.0,8.0,7.0,9.0,6.0,4.0,8.0,9.0,5.0,10,7.0,9.0,8.0,10.0,6.0,9.0,6.0,2014.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,72.0,9.0,3.0,False,2.0,0.0,1151.0,1151.0,1151.0,False,False,2.0,True,5.75886195638785
399,719,Condo for sale,"777, Rue Gosford, apt. 609, Montréal (Ville-Marie), Neighbourhood Old Montréal",679900,45.509917,-73.554716,10.0,10.0,10.0,8.0,5.0,9.0,0.0,4.0,3.0,10,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2004.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,89.0,5.0,2.0,False,1.0,1.0,1177.0,1177.0,1177.0,False,True,1.0,True,3.4332482314390322
400,720,Condo for sale,"3043, Rue Sherbrooke Est, apt. PH4, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus",709000,45.54185211,-73.5584519,10.0,9.0,8.0,8.0,8.0,4.0,3.0,9.0,10.0,10,7.0,10.0,10.0,10.0,7.0,9.0,6.0,2018.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,73.0,11.0,2.0,False,1.0,1.0,1055.0,1055.0,1055.0,False,True,1.0,True,5.1711174474823896
401,721,Condo for sale,"2600, boulevard du Tricentenaire, apt. 10, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",199900,45.652404,-73.51042,5.0,7.0,3.0,5.0,10.0,0.0,2.0,9.0,7.0,7,4.0,9.0,8.0,6.0,5.0,6.0,5.0,1985.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,73.0,8.0,2.0,False,1.0,0.0,1154.0,1154.0,1154.0,False,False,1.0,True,17.799994005006397
402,723,Condo for sale,"14444, Rue Aumais, apt. 06, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West",299000,45.489504,-73.856235,6.0,5.0,2.0,4.0,10.0,2.0,4.0,10.0,7.0,7,4.0,9.0,6.0,5.0,6.0,6.0,4.0,1987.0,69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,60.0,8.0,2.0,False,1.0,0.0,1215.0,1215.0,1215.0,False,False,1.0,True,20.18865765515021
403,724,Condo for sale,"1280, Rue Saint-Jacques, apt. 801, Montréal (Ville-Marie), Neighbourhood Central",569000,45.494304,-73.56669,10.0,10.0,10.0,7.0,6.0,6.0,4.0,9.0,7.0,10,10.0,10.0,8.0,10.0,10.0,10.0,4.0,2007.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,91.0,6.0,2.0,False,1.0,0.0,818.0,818.0,818.0,False,True,1.0,True,2.7007829480053633
404,725,Condo for sale,"832Z, Avenue Bloomfield, Montréal (Outremont)",549000,45.52271,-73.613793,10.0,10.0,8.0,9.0,4.0,6.0,4.0,9.0,9.0,10,7.0,10.0,8.0,10.0,9.0,9.0,7.0,1912.0,23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,76.0,6.0,5.0,False,0.0,1.0,1150.0,1150.0,1150.0,False,False,0.0,False,2.3598416372023667
405,726,Condo for sale,"4260, Rue de Rouen, apt. 301, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",419500,45.553139,-73.543316,8.0,7.0,5.0,9.0,6.0,6.0,7.0,9.0,10.0,8,6.0,10.0,10.0,10.0,6.0,8.0,6.0,2013.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,81.0,6.0,2.0,False,1.0,0.0,1032.0,1032.0,1032.0,False,True,0.0,False,6.8845447923808285
406,727,Condo for sale,"6869, Avenue Irwin, apt. 5, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard",449000,45.4481,-73.604861,7.0,8.0,4.0,5.0,7.0,3.0,7.0,8.0,3.0,10,3.0,8.0,4.0,8.0,5.0,10.0,6.0,1984.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,53.0,5.0,2.0,False,1.0,0.0,970.0,970.0,970.0,False,False,1.0,True,6.299800372088351
407,729,Condo for sale,"888, Rue Wellington, apt. 607, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia",359000,45.49329057,-73.55740563,10.0,10.0,9.0,9.0,5.0,6.0,0.0,8.0,3.0,10,9.0,10.0,10.0,9.0,10.0,9.0,4.0,2015.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,79.0,4.0,1.0,False,1.0,0.0,502.0,502.0,502.0,False,True,1.0,True,3.4104201376902155
408,733,Condo for sale,"1501, Rue Saint-Grégoire, apt. 1, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",517000,45.536305,-73.587004,10.0,10.0,9.0,10.0,5.0,6.0,3.0,8.0,6.0,10,9.0,10.0,6.0,10.0,9.0,9.0,5.0,2008.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,71.0,6.0,3.0,False,1.0,0.0,1452.0,1452.0,1452.0,False,False,0.0,False,3.6345970064329447
409,734,Condo for sale,"3535, Avenue Papineau, apt. 1602, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",259000,45.529408,-73.566471,10.0,10.0,10.0,10.0,7.0,6.0,1.0,9.0,8.0,10,10.0,10.0,6.0,10.0,10.0,9.0,9.0,1971.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,86.0,4.0,1.0,False,1.0,0.0,598.0,598.0,598.0,False,True,0.0,True,3.702752849482959
410,735,Condo for sale,"4658, Rue Richard-Hewton, apt. 1, Montréal (Lachine), Neighbourhood West",499000,45.438117,-73.708346,4.0,4.0,2.0,6.0,9.0,2.0,10.0,10.0,5.0,10,2.0,3.0,5.0,4.0,5.0,5.0,8.0,1880.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,26.0,6.0,3.0,False,2.0,0.0,1270.0,1270.0,1270.0,False,False,1.0,True,11.334764913558413
411,736,Condo for sale,"9200, Rue Hochelaga, apt. 309, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",309900,45.607144,-73.516785,5.0,6.0,3.0,6.0,9.0,3.0,4.0,10.0,7.0,9,4.0,9.0,8.0,7.0,6.0,6.0,7.0,2015.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,51.0,7.0,2.0,False,1.0,0.0,893.0,893.0,893.0,False,False,0.0,False,13.046500917064163
