,Actual,Predicted
257,569000.0,449651.8561414693
258,449598.0,474959.3651665277
259,339000.0,258963.32402665017
260,350000.0,422848.8405022741
261,310000.0,341694.27971573756
262,289900.0,275397.79015210643
263,699000.0,989883.5668162734
264,418000.0,395595.3280321553
265,424900.0,374877.3950069292
266,429400.0,500367.27762780304
267,519000.0,540887.9289338967
268,799000.0,554804.404140382
269,239000.0,346232.9456549726
270,314000.0,317381.11493885634
271,399000.0,357294.0385564914
272,469000.0,459106.9851312435
273,499000.0,579558.699306406
274,799000.0,499138.55170144467
275,615000.0,440545.0850599819
276,369000.0,472327.91189711844
277,419000.0,462333.59758550907
278,685000.0,884977.6827476243
279,518000.0,483309.4862893722
280,259800.0,290681.66766034684
281,220000.0,232173.22492978768
282,367700.0,398055.6204308999
283,264900.0,368931.29868674884
284,299000.0,340732.7387003042
285,569000.0,850139.338638915
286,398000.0,443234.78218957176
287,309000.0,405751.6863537596
288,219000.0,206804.6783662896
289,1079000.0,1252678.5579251603
290,699000.0,723822.0884403039
291,479000.0,492797.9644234129
292,700000.0,719665.8635832369
293,449000.0,489615.0921518707
294,799000.0,728475.8481805595
295,239000.0,262419.088779496
296,339000.0,394016.65488369495
297,569000.0,661466.9964625584
298,449000.0,443878.58701236
299,569000.0,630648.173019873
300,399000.0,313706.2152174349
301,649000.0,587243.0827761693
302,319000.0,408842.2064085236
303,360000.0,419132.1597611009
304,639000.0,418296.1789999781
305,649000.0,675328.6229359666
306,849000.0,725050.7087660369
307,449900.0,381871.26044862496
308,299000.0,340626.9551228351
309,319000.0,379866.01370547723
310,1099000.0,1013744.703752442
311,399000.0,482685.1038254313
312,479000.0,473739.4487660843
313,363000.0,418865.127676063
314,275000.0,331094.0030834321
315,389000.0,475433.71208462585
316,986000.0,913055.7918346762
317,445000.0,440648.21795969456
318,198900.0,219106.42122449342
319,524900.0,473068.81061380333
320,465000.0,495363.5864876972
321,265000.0,324784.9191338945
322,529000.0,574785.134462348
323,459000.0,437016.0103265598
324,465000.0,458852.32272300846
325,375000.0,408264.315141744
326,499000.0,504231.8183872958
327,999000.0,698870.8423916243
328,448844.0,562667.6442878443
329,230000.0,320613.6917809347
330,599000.0,682545.2381910929
331,549000.0,515257.09327426716
332,490000.0,478430.4037169096
333,374800.0,522143.62642981927
334,399000.0,347601.30822006543
335,1188000.0,898192.1434830707
336,651000.0,571512.4551580305
337,339900.0,427065.10597514384
338,439000.0,420639.28940021363
339,339900.0,397971.23099845205
340,350000.0,265539.51726612495
341,369000.0,516112.1757411992
342,899000.0,870866.2390822726
343,679000.0,636889.3854502104
344,386000.0,364252.80478769273
345,419000.0,524174.37051320414
346,575000.0,675816.0005883025
347,499000.0,482138.5010857077
348,429000.0,406635.7990892166
349,549000.0,528936.0581615434
350,749000.0,691001.71677532
351,645000.0,668231.6446867061
352,420000.0,464328.6742391215
353,598000.0,459129.65418770304
354,525000.0,633391.9012476471
355,375000.0,463181.8045759107
356,249000.0,262037.38754991943
357,495000.0,462041.212227363
358,690000.0,689488.417445272
359,739900.0,740425.0398557913
360,319000.0,334923.8295023191
361,299000.0,358655.5714690975
362,329000.0,368597.3309396232
363,479000.0,493405.53371860145
364,449000.0,597828.3133652143
365,829000.0,870866.2390822726
366,489000.0,475028.274892087
367,638000.0,853235.9778107393
368,350000.0,316525.6642510855
369,789000.0,650219.2549923328
370,269000.0,220757.504196601
371,369000.0,410888.1079728649
372,285000.0,249591.81764840602
373,419000.0,480193.4239408703
374,549000.0,553225.618227645
375,524800.0,722153.3626106717
376,739000.0,735869.0525741708
377,275000.0,390617.75306434673
378,339900.0,446348.1673043993
379,346000.0,389527.90832198295
380,469000.0,612586.058503076
381,305000.0,230618.5939029063
382,445000.0,631198.6630468448
383,432000.0,488200.8422234461
384,899000.0,761950.0426980199
385,299900.0,372613.4087637472
386,410000.0,631973.5373907881
387,329000.0,505021.5146221733
388,858000.0,694242.5844193869
389,397000.0,390897.2601100849
390,299000.0,412771.51253528765
391,575575.0,596002.885278103
392,914000.0,749286.5530773769
393,489000.0,503350.3008873882
394,366000.0,397312.78433124966
395,495000.0,662472.723415877
396,339000.0,399764.7306267264
397,819000.0,753179.3090161835
398,590000.0,623540.2332788566
399,499900.0,451595.886213126
400,298000.0,215296.61336264946
401,449000.0,495587.7739678138
402,357000.0,371532.46266663074
403,424900.0,569158.8193652602
404,499000.0,596274.2422465091
405,439000.0,428801.9085641799
406,329000.0,398123.14249959355
407,565000.0,508614.40530042
408,499000.0,598382.9663846462
409,349900.0,450374.12915718846
410,399000.0,620736.6877617219
411,435000.0,504430.57828664966
412,460883.0,474959.3651665277
413,282500.0,355067.28484540805
414,319000.0,424831.60227816436
415,849000.0,710795.5598089711
416,499000.0,451602.2548170539
417,299000.0,339053.92239136645
418,397500.0,291942.2219531294
419,425000.0,529815.0577257033
420,299000.0,334238.5483943402
421,334900.0,383948.08440788276
422,695000.0,642856.4692111053
423,199000.0,167910.26606511977
424,568000.0,493682.2703016802
425,1100000.0,812266.9856242237
426,629000.0,535576.5641269002
427,569000.0,512348.2506543405
428,949000.0,733751.6135623595
429,525000.0,555865.9556073
430,269900.0,301736.58784479264
431,695000.0,744796.468864673
432,559900.0,515793.08651192393
433,449000.0,553889.0399939102
434,439000.0,538530.5205115384
435,399999.0,576429.692882445
436,349000.0,346948.0899895115
437,439000.0,488319.6487800373
438,677000.0,655238.1805485706
439,389000.0,319202.4075854678
440,352900.0,466961.6394093131
441,285000.0,358009.5099128699
442,810000.0,656629.7761106247
443,649000.0,560344.3672162535
444,659000.0,809728.1177807171
445,564470.0,712459.1949795107
446,965000.0,832219.9438909888
447,559000.0,644061.2901077038
448,395000.0,380796.05454305036
449,399000.0,458172.2887063045
450,324900.0,363500.4253927306
451,379000.0,328434.9263270128
452,529000.0,529917.8886651851
453,359000.0,194212.4901824994
454,749000.0,685520.0719059738
455,269000.0,275660.5380999524
456,245000.0,268190.2838006404
457,748000.0,585291.5754103592
458,449000.0,443102.43569810584
459,385000.0,347271.6849090252
460,899000.0,804347.0596148132
461,577000.0,632605.825943327
462,948000.0,885733.3432626119
463,439000.0,500349.6901759686
464,460883.0,476449.9964131402
465,469000.0,395433.5275971214
466,389000.0,343516.1460560317
467,479000.0,384253.8897967158
468,419000.0,577608.0034865376
469,415000.0,552345.8286950638
470,352381.0,403572.7524507287
471,570000.0,503425.77095162333
472,499900.0,540113.2480245156
473,449000.0,454202.324954771
474,618000.0,761369.3858775385
475,539000.0,382763.14277094556
476,369000.0,494452.597852682
477,448500.0,497982.46218367375
478,750000.0,750331.6796696505
479,189000.0,164100.3817348266
480,389000.0,413924.65776987304
481,579900.0,589168.0263142672
482,469000.0,512970.8074979831
483,299000.0,377076.1842525267
484,529900.0,627298.3863345699
485,599000.0,544112.0895796703
486,589000.0,849841.2123895925
487,674900.0,732725.1268554204
488,459000.0,432623.56076887716
489,429000.0,336560.43118211976
490,908000.0,736045.5209587619
491,577000.0,646786.1737094568
492,869000.0,863384.8571022681
493,924000.0,749286.5530773769
494,319900.0,354250.28668362927
495,339000.0,316525.6642510855
496,399000.0,427427.77767795
497,625000.0,539345.6033993663
498,329888.0,322725.1220964744
499,575000.0,464323.4247650289
500,224000.0,209547.0066182923
501,460000.0,406040.99353303877
502,269000.0,195206.10569617501
503,419000.0,461907.58863569493
504,279000.0,351396.3895049859
505,325000.0,467093.43900013226
506,549900.0,506966.0577643345
507,338900.0,487341.659709039
508,549000.0,585987.3039742658
509,549000.0,523954.00369065406
510,579000.0,359685.4596810641
511,329000.0,428932.5584102095
512,800000.0,729218.6218413597
513,249900.0,381932.1832931725
514,399999.0,366902.81626818015
515,399500.0,344990.0198926951
516,325000.0,369041.30881548696
517,300000.0,279408.0814187267
518,184900.0,256948.17997227074
519,299000.0,368985.83821501466
520,649000.0,570350.7333289084
521,895000.0,855567.1814797122
522,719000.0,898420.6264502024
523,499000.0,459942.0566145375
524,499000.0,526619.4490681267
525,379000.0,296978.11509193026
526,389000.0,309542.4947331372
527,299000.0,363941.73203417344
528,399000.0,304655.30412596243
529,299000.0,444221.8434808024
530,429000.0,377496.84685890924
531,369000.0,373397.4903671723
532,949000.0,756627.1394499647
533,699000.0,615592.030731335
534,399900.0,434564.707937454
535,395000.0,507815.2958649581
