,title,address,price,lat,long,Restaurants,Shopping,Vibrant,Cycling friendly,Car friendly,Historic,Quiet,Elementary Schools,High Schools,Parks,Nightlife,Groceries,Daycares,Pedestrian friendly,Cafes,Transit friendly,Greenery,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),bathrooms,Pool,Additional features,walk_score,bedroom,Gross area,powder room,Building style,Lot area,Fireplace/Stove,in basement,Use of property,Number of units,Residential units,Main unit,Potential gross revenue,powder rooms,Intergenerational,Building area (at ground level),room,Available area,Residential unit,bedrooms in basement,Zoning,Parking (excluded from the price),bedroom in basement,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%)
2369,Condo for sale,"795, 1re Avenue, apt. 207, Montréal (Lachine), Neighbourhood East","$264,900",45.4436095500,-73.6648319900,5,5,2,2,10,4,0,9,3,7,4,5,8,4,4,5,2,6,2,1,Divided,973 sqft,1947,Driveway (1),44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,,Inground,Elevator,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,Triplex for sale,"8219 - 8223, Rue Saint-André, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$798,000",45.5475940000,-73.6276260000,9,10,7,9,5,5,4,10,10,10,6,10,9,10,7,9,7,,,,,,1910,Driveway (1),143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,,,Basement 6 feet or +,83,,,,Attached,"1,767 sqft",,,Residential only,Residential (3),"2 x 3 ½, 1 x 8 ½","8 rooms, 3 bedrooms, 2 bathrooms","$31,380",,,,,,,,,,,,,,,
2371,House for sale,"16050, Rue Sainte-Croix, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West","$520,000",45.4754210000,-73.8698270000,5,3,2,5,8,1,9,10,1,7,4,6,5,5,4,4,6,7,3,1,,,1965,"Driveway (4), Garage (1)",69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,,,Basement 6 feet or +,52,,,1,"Bungalow, Detached","7,799 sqft",,,,,,,,,,,,,,,,,,,,,,
2372,House for sale,"14384, Rue Balzac, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West","$658,800",45.4841180000,-73.8508790000,5,5,2,5,7,0,10,10,10,7,4,7,5,5,4,4,7,13,4,,,,1967,"Driveway (2), Garage (1)",69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,2,,,51,,,1,"Two or more storey, Detached","7,476 sqft",Gas fireplace,,,,,,,,,,,,,,,,,,,,,
2373,House for sale,"20, Rue Bélair, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$725,000",45.4995080000,-73.9195710000,1,1,0,3,9,0,9,0,0,7,0,3,1,1,0,1,9,17,3,,,,1994,"Driveway (6), Garage (2)",18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,2,,Basement 6 feet or +,,,,1,"Two or more storey, Detached","22,859 sqft","Wood fireplace, Gas fireplace",,,,,,,,,,,,,,,,,,,,,
2374,Condo for sale,"888, Rue Wellington, apt. 1201, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia","$379,000",45.4964526400,-73.5552775900,10,10,9,9,5,7,0,9,3,10,9,9,10,10,10,10,5,8,,1,Divided,517 sqft,2015,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,Inground,Elevator,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,Quadruplex for sale,"1802 - 1808, Rue Beaudry, Montréal (Ville-Marie), Neighbourhood Village","$595,000",45.5206060000,-73.5604230000,10,10,10,10,3,7,8,10,7,10,10,10,6,10,10,10,7,,,,,,1875,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,,91,,,,Attached,"2,431 sqft",,,Residential only,Residential (4),"2 x 2 ½, 1 x 3 ½, 1 x 4 ½","2 rooms, 1 bedroom, 1 bathroom","$29,580",,,,,,,,,,,,,,,
2376,Condo for sale,"4250, Rue Saint-Ambroise, apt. 416, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne","$389,000",45.4735330000,-73.5815330000,10,10,5,10,6,6,8,8,7,10,6,10,4,10,7,9,5,4,,1,Divided,737 sqft,2004,,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,"Heated, Indoor","Located on a canal, Navigable body of water, Adapted for reduced mobility, Elevator",77,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,Condo for sale,"6233, Avenue Casgrain, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy","$379,000",45.5304870000,-73.6048740000,10,10,9,10,3,6,7,9,7,10,10,10,9,10,10,9,8,5,,1,Undivided,,Unknown age,,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,89,1,725 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
2378,Condo for sale,"60, Rue William-Paul, apt. 307, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$445,000",45.4656690000,-73.5519400000,5,5,3,9,10,0,8,3,3,10,2,9,10,6,5,6,7,5,2,1,Divided,982 sqft,1987,Garage (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,,"Heated, Inground","Adapted for reduced mobility, Elevator",41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,House for sale,"2400Z, Avenue Trenton, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$1,485,000",45.5147740700,-73.6334142900,8,10,5,7,6,3,7,9,10,10,4,9,6,9,6,9,8,8,3,,,,2000,Garage (2),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,,Basement 6 feet or +,62,,,,"Two or more storey, Semi-detached","1,972 sqft","Wood fireplace, Gas fireplace",,,,,,,2,,,,,,,,,,,,,,
2380,Condo for sale,"7700, Rue Bouvier, apt. 106, Montréal (LaSalle)","$339,000",45.4318480000,-73.6121580000,5,6,3,6,7,0,9,6,5,8,3,8,8,6,5,6,5,6,2,1,Divided,739 sqft,2018,Garage (1),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,Elevator,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,Condo for sale,"7501, Avenue Mountain Sights, apt. 412, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$319,000",45.4962074900,-73.6512937400,8,9,4,3,9,0,0,8,7,8,4,9,6,9,5,9,4,5,,1,Divided,589 sqft,2012,Garage (1),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",59,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,Condo for sale,"10, Rue Saint-Jacques, apt. 902, Montréal (Ville-Marie), Neighbourhood Old Montréal","$635,900",45.5061710000,-73.5564490000,10,10,10,7,6,10,3,6,4,9,10,10,6,10,10,10,3,6,2,,Divided,,2005,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,Triplex for sale,"1625 - 1629, Avenue du Docteur-Penfield, Montréal (Ville-Marie), Neighbourhood Central West","$2,080,000",45.4957760000,-73.5877790000,10,10,9,5,6,6,5,8,10,10,9,10,9,10,10,10,6,,,,,,Unknown age,"Driveway (1), Garage (2)",87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,,76,,,,Attached,"2,227 sqft",Wood fireplace,,Residential only,Residential (3),"1 x 4 ½, 2 x 5 ½","5 rooms, 3 bedrooms, 2 bathrooms and 1 powder room","$174,000",,,,,,,,,,,,,,,
2384,Condo for sale,"6745, Rue Clark, apt. 302, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Little Italy","$785,000",45.5317377100,-73.6133946900,10,10,9,10,5,6,4,10,5,10,8,10,6,10,10,9,5,12,3,,Divided,"1,090 sqft",2018,Driveway (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,2,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,Condo for sale,"366, Rue Mayor, apt. 703, Montréal (Ville-Marie), Neighbourhood Central","$299,000",45.5064080000,-73.5682480000,10,10,10,7,5,7,3,8,8,10,10,10,9,10,10,10,3,4,,1,Divided,453 sqft,2014,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,Elevator,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,Condo for sale,"176, Rue Villeneuve Est, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$769,000",45.5233680000,-73.5874370000,10,10,10,10,2,7,8,10,9,10,10,10,8,10,10,10,5,7,,1,Divided,"1,352 sqft",2014,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,Basement 6 feet or +,96,,,1,,,,,,,,,,,,,,,,3,,,,,,,,
2387,Condominium house for sale,"159, Avenue Clermont, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$1,099,000",45.5216307600,-73.5954600000,10,10,10,10,2,7,5,10,10,10,10,10,10,10,10,9,6,8,3,,Divided,,"2020, Being converted",,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,3,,Basement 6 feet or +,96,,,1,Attached,,,,,,,,,,,,,,,,,,,,,,,
2388,Condominium house for sale,"159, Avenue Clermont, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$1,099,000",45.5216307600,-73.5954600000,10,10,10,10,2,7,5,10,10,10,10,10,10,10,10,9,6,8,3,,Divided,,"2020, Being converted",,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,3,,Basement 6 feet or +,96,,,1,Attached,,,,,,,,,,,,,,,,,,,,,,,
2389,Condominium house for sale,"157, Avenue Clermont, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$1,099,000",45.5217360000,-73.5954385400,10,10,10,10,2,7,5,10,10,10,10,10,10,10,10,9,6,8,3,,Divided,,"2020, Being converted",,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,3,,Basement 6 feet or +,96,,,1,Attached,,,,,,,,,,,,,,,,,,,,,,,
2390,House for sale,"2873, Rue de l'Écu, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc","$879,000",45.5104455600,-73.7148902900,5,6,2,7,9,0,10,5,4,8,1,7,4,5,5,5,4,12,5,,,,2007,Garage (2),98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,2,,Basement 6 feet or +,37,,,1,"Two or more storey, Attached","2,000 sqft",Wood fireplace,(1,,,,,,,,,,,,,,,,,,,,
2391,Triplex for sale,"350, Rue Guizot Est, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$699,000",45.5429360000,-73.6325010000,9,10,7,9,4,5,3,10,9,9,6,10,10,10,7,9,5,,,,,,1926,,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,,,Basement 6 feet or +,82,,,,Semi-detached,"1,101 sqft",,,Residential and commercial,"Residential (2), Commercial (1)","1 x 1 ½, 1 x 5 ½","5 rooms, 2 bedrooms, 1 bathroom","$31,548",,,,,"1,200 sqft",,,,,,,,,,
2392,Condo for sale,"1015, Rue William, apt. 305, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$515,000",45.4956170000,-73.5610310000,10,10,10,9,5,7,4,10,4,9,9,10,8,10,10,10,3,4,,1,Divided,765 sqft,"2006, Being converted",Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,Heated,,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,Condominium house for sale,"5609, 16e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$749,800",45.5556264900,-73.5747529500,9,9,7,8,5,4,4,10,10,8,6,10,9,10,6,8,8,6,3,,Divided,,2017,Garage (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,3,,,78,,,1,Attached,,,,,,,,,,,,,,,,,,,,,,,
2394,House for sale,"5609Z, 16e Avenue, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$749,800",45.5556076100,-73.5747743700,9,9,7,8,5,4,4,10,10,8,6,10,9,10,6,8,8,6,3,,,,2017,Garage (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,3,,,78,,,1,"Two or more storey, Attached",,,,,,,,,,,,,,,,,,,,,,,
2395,Condo for sale,"2190, Rue Préfontaine, apt. 301, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$398,700",45.5407830000,-73.5503480000,9,8,7,9,5,6,7,9,7,8,7,9,8,10,7,9,8,5,2,1,Divided,865 sqft,1945,Garage (1),136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,,,Elevator,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,House for sale,"17321, Rue Antoine-Faucon, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/West","$539,000",45.4590899700,-73.8695309300,5,5,2,6,10,0,7,4,1,7,4,9,6,5,6,5,5,12,4,,,,1985,Garage (1),69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,2,Inground,Basement 6 feet or +,57,,,1,"Two or more storey, Detached","5,167 sqft",Wood stove,(1,,,,,,,,,,,,,,,,,,,,
2397,Condo for sale,"3536, Rue De Bullion, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$469,000",45.5148810000,-73.5709940000,10,10,10,10,3,7,3,9,9,10,10,10,10,10,10,10,7,8,2,1,Undivided,900 sqft,1875,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,Condo for sale,"1414, Rue Chomedey, apt. 328, Montréal (Ville-Marie), Neighbourhood Central West","$412,000",45.4907490000,-73.5835430000,10,10,10,5,4,7,3,10,10,10,10,10,9,10,10,10,5,5,,1,Divided,,2012,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Condo for sale,"1225, Rue Notre-Dame Ouest, apt. 315, Montréal (Ville-Marie), Neighbourhood Central","$369,999",45.4935384200,-73.5645078100,10,10,10,9,5,6,5,9,5,10,10,10,10,10,10,10,3,4,2,1,Divided,730 sqft,2004,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,"Adapted for reduced mobility, Elevator",87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,Condo for sale,"891, 7e Avenue, apt. 201, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles","$199,000",45.6387345000,-73.4972680000,4,4,3,8,8,3,9,9,7,6,4,7,8,5,5,4,5,7,2,1,Divided,675 sqft,2012,Driveway (1),106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,Condo for sale,"248, Rue Corot, apt. 508, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$585,000",45.4587137800,-73.5429121700,4,4,2,9,8,0,7,9,1,9,1,7,5,5,3,4,8,7,3,,Divided,"1,320 sqft",1981,Garage (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,2,"Heated, Inground","Adapted for reduced mobility, Elevator",37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,Condo for sale,"1188, Rue Saint-Antoine Ouest, apt. 4503, Montréal (Ville-Marie), Neighbourhood Central","$668,000",45.4961890000,-73.5677100000,10,10,10,6,4,6,0,9,7,10,10,9,8,10,10,10,5,7,2,,Divided,657 sqft,2019,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,"Heated, Inground, Indoor",Elevator,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,House for sale,"2384, Chemin du Bord-du-Lac, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$799,000",45.5193702400,-73.8740257200,2,1,0,4,10,1,9,0,0,8,0,0,0,1,0,1,8,17,4,,,,2004,"Driveway (5), Garage (2)",18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,3,,"Basement 6 feet or +, Adapted for reduced mobility",1,,,1,"Two or more storey, Detached","13,713 sqft",,,,,,,,,,,,,,,,,,,,,,
2404,House for sale,"3814, Avenue Northcliffe, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$1,349,000",45.4771710000,-73.6139610000,9,9,5,3,6,6,7,10,10,8,5,10,8,10,7,9,9,7,4,,,,1924,Driveway (2),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,,,83,,,,"Two or more storey, Semi-detached","2,697 sqft",,,,,,,,,,,,,,,,,,,,,,
2405,Condo for sale,"1880, boulevard Guy-Bouchard, Montréal (LaSalle)","$234,900",45.4445290000,-73.6099600000,6,9,3,5,9,0,8,3,1,9,4,9,6,7,6,8,5,4,,1,Divided,600 sqft,1997,Driveway (2),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,,51,,,,,,Stove - Other,,,,,,,,,,,,,,,,1,,,,,
2406,Condo for sale,"2020, boulevard René-Lévesque Ouest, apt. 506, Montréal (Ville-Marie), Neighbourhood Central West","$419,000",45.4895320000,-73.5786870000,10,10,10,4,6,7,0,10,10,10,9,9,8,9,10,10,7,4,,1,Divided,390 sqft,2020,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,Heated,Elevator,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,Condo for sale,"2800, boulevard de la Côte-Vertu, apt. 405, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent West","$449,900",45.5008240000,-73.6989850000,6,8,3,6,7,0,4,6,7,6,3,9,4,7,6,8,4,9,2,,Divided,"1,174 sqft",1990,,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,2,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,Condo for sale,"2800, boulevard de la Côte-Vertu, apt. 405, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent West","$449,900",45.5008240000,-73.6989850000,6,8,3,6,7,0,4,6,7,6,3,9,4,7,6,8,4,9,2,,Divided,"1,174 sqft",1990,,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,2,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,House for sale,"3071, Avenue Cedar, Montréal (Ville-Marie), Neighbourhood Central West","$1,899,000",45.4943370800,-73.5940451200,10,10,7,5,7,4,5,10,10,10,8,9,6,9,9,9,9,11,5,,,,1929,"Driveway (2), Garage (2)",87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,4,,Basement 6 feet or +,49,,,1,"Two or more storey, Semi-detached","7,384 sqft","Wood fireplace, Gas fireplace",,,,,,,,,,,,,,,,,,,,,
2410,Condo for sale,"5661, Avenue De Chateaubriand, apt. 119, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$479,000",45.5321250600,-73.5954420900,10,10,10,10,3,6,4,9,9,10,9,10,9,9,10,10,4,5,2,1,Divided,649 sqft,2011,,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,Elevator,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,Condo for sale,"400, Rue de l'Inspecteur, apt. 1022, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$429,000",45.4972970000,-73.5624260000,10,10,10,7,4,7,1,10,5,10,10,10,8,9,10,10,4,4,,1,Divided,525 sqft,2008,Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,,Elevator,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,Condominium house for sale,"3971, Rue Saint-Antoine Ouest, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne","$625,000",45.4799042100,-73.5876507700,10,10,8,7,7,6,5,10,10,10,7,10,10,10,8,10,5,6,2,1,Undivided,,Unknown age,Driveway (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,,,81,,,1,Attached,"3,322 sqft",,,,,,,,,,,,,,,,,,,,,,
2413,House for sale,"5730, Avenue Déom, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$2,395,000",45.5099420000,-73.6182620000,9,9,5,5,6,4,6,9,9,8,5,9,8,9,7,9,10,9,4,,,,1965,,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,4,,,55,,,1,"Two or more storey, Detached","9,601 sqft",,,,,,,,,,,,,,,,,,,,,,
2414,Triplex for sale,"6990 - 6994, Avenue Lévesque, Montréal (Anjou)","$589,400",45.6133360000,-73.5469010000,5,6,3,6,8,2,9,9,2,7,3,8,8,6,5,6,5,,,,,,1969,"Driveway (1), Garage (1)",42796,2,3103,10,45,26,10,12,7,38,31,13,12,7,38,41,21,44,56,15,49,16,10,10,1,8,9,65,18,0,25,17,23,14,20,66,34,76.0,8.0,16.0,,,,28,,,,Semi-detached,"2,344 sqft",,,Residential only,Residential (3),"1 x 3 ½, 1 x 5 ½, 1 x 6 ½","6 rooms, 3 bedrooms, 1 bathroom","$32,940",,,,,,,,,,,,,,,
2415,Condo for sale,"1315, boulevard De Maisonneuve Ouest, apt. 502, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$599,000",45.4985970000,-73.5772870000,10,10,10,5,5,7,3,7,8,8,10,9,9,10,10,10,3,5,2,,Divided,"1,120 sqft",2004,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,Elevator,98,,,,,,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
